Accession,Sample_id,Country,Year,Species,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,ybt_context,Colibactin,Aerobactin,iuc,Salmochelin,iro,rmpA,rmpA2,peg-344_id,peg-344-cov,peg-344,AGly,Col,Fcyn,Flq,Gly,MLS,Ntmdz,Phe,Rif,Sul,Tet,Tmt,Bla,Bla_Carb,Bla_ESBL,Bla_broad,Bla_broad_inhR,Kaptive_best_match_Klocus,Kaptive_Klocus_match_confidence,wzi,wzi_predicted_Klocus,final_KLocus_call,Kaptive_best_match_Olocus,Kaptive_Olocus_match_confidence,Final_OLocus_call,Predicted_O_type,100_SNV_cluster,multi_country_100_SNV_cluster,25_SNV_cluster,isolation_source
ERS2489051,090514-35970 ,Vietnam,2014,Klebsiella pneumoniae,ST23,5,0,1,0,1, ICEKp10,1,1,iuc 1,iro 1,1,rmpA_2*(KpVP-1),-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH,-,-,SHV-11,-,KL1,None,1,KL1,KL1,O1/O2v2,None,unknown,unknown,singleton,no,singleton,blood
ERS2489052,160514-16019 ,Vietnam,2014,Klebsiella pneumoniae,ST16,1,1,9,18,1, ICEKp3,0,0,none,none,0,-,-,-,-,0,AadA16*;StrB;StrA*;Aac3-IId*;Aph3-Ia,-,-,ParC-84K;GyrA-83F;GyrA-87N,-,MphA,-,CatA2*,Arr3,SulI;SulII*,TetA,DfrA27,AmpH*,-,CTX-M-15,SHV-1,TEM-30*,KL51,Very high,50,na,KL51,O3b,Very high,O3b,O3b,20,no,singleton,blood
ERS2489053,290614-39283 ,Vietnam,2014,Klebsiella pneumoniae,ST45,1,0,8,10,1, ICEKp4,0,0,none,none,0,-,-,-,-,0,Aph3-Ia*;AadA1-pm*?,-,-,Qnr-S1,-,MefB,-,FloR;CmlA1*,Arr2,SulIII,-,DfrA14,AmpH*;OXA-10,-,-,SHV-1,-,KL62,Very high,149,na,KL62,O2v1,Very high,O2v1,O2,singleton,no,singleton,blood
ERS2489054,070814-63389 ,Vietnam,2014,Klebsiella pneumoniae,ST65,5,0,1,0,1, ICEKp10,1,1,iuc 1,iro 1,1,rmpA_2(KpVP-1),rmpA2_6*,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-11,-,KL2,None,72,KL2,KL2,O1v2,Very high,O1v2,O1,singleton,no,singleton,blood
ERS2489055,220814-59141 ,Vietnam,2014,Klebsiella pneumoniae,ST656,1,1,9,17,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,RmtB;StrB;StrA*;AadA1-pm*?;AadB,-,-,ParC-80I;GyrA-83I,-,-,-,CatB3*;FloR*;CmlA5,Arr2*,-,TetG;TetA?,DfrA23,SHV-132;AmpH*;OXA-1;OXA-10,-,CTX-M-15;VEB-1,-,TEM-30*,KL14,None,114,KL30KL2KL8KL111,unknown,OL101,Low,unknown,unknown,not_tested,na,not_tested,blood
ERS2489056,130914-37043 ,Vietnam,2014,Klebsiella pneumoniae,ST23,5,0,1,0,1, ICEKp10,1,1,iuc 1,iro 1,1,rmpA_2*(KpVP-1),-,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH,-,-,SHV-11,-,KL1,Very high,1,na,KL1,O1v2,Very high,O1v2,O1,55,no,singleton,blood
ERS2489057,231014-16656 ,Vietnam,2014,Klebsiella pneumoniae,ST152,0,0,4,4,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,Qnr-S1,-,-,-,-,-,SulI,TetA,DfrA1,AmpH*;SHV-132,-,-,-,-,KL149,Very high,110,na,KL149,O4,Very high,O4,O4,singleton,no,singleton,blood
ERS2489058,061114-17647 ,Vietnam,2014,Klebsiella pneumoniae,ST23,5,0,1,0,1, ICEKp10,1,1,iuc 1,iro 1,1,rmpA_2(KpVP-1),rmpA2_6*,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH,-,-,SHV-11,-,KL1,Very high,1,na,KL1,O1v2,Very high,O1v2,O1,singleton,no,singleton,blood
ERS2489059,221214-63697 ,Vietnam,2014,Klebsiella pneumoniae,ST17-2LV,0,0,2,1,0,na,0,0,none,none,0,-,-,-,-,0,-,MgrB-70%,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-11,-,KL23,Good,82,na,KL23,O2v2,Very high,O2v2,O2,not_tested,na,not_tested,blood
ERS2489060,050410-14967 ,Vietnam,2010,Klebsiella pneumoniae,ST17,0,0,1,0,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-11,-,KL162,Perfect,476*,na,KL162,OL102,None,unknown,unknown,25,no,35,blood
ERS2489061,010212-15595 ,Vietnam,2012,Klebsiella pneumoniae,ST17,1,0,1,0,1, ICEKp1,0,0,none,iro 3,1,rmpA_11(ICEKp1),-,95.21,99.45,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-11,-,KL23,Very high,82,na,KL23,O2v2,Very high,O2v2,O2,singleton,no,singleton,blood
ERS2489062,050511-15698,Vietnam,2011,Klebsiella pneumoniae,ST10-3LV,0,0,7,8,0,na,0,0,none,none,0,-,-,-,-,0,AadA2*,-,-,Qnr-S1,-,MphA,-,CatA2*,-,SulI;SulII,TetA*,DfrA12,SHV-108*;AmpH*,-,-,-,-,KL1,Good,1,na,KL1,O1v2,Very high,O1v2,O1,not_tested,na,not_tested,blood
ERS2489063,051010-65443 ,Vietnam,2010,Klebsiella quasipneumoniae subsp. similipneumoniae,ST1605,0,1,8,10,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*;Aac3-IIa*,-,-,QnrB1?,-,-,-,-,-,SulII,TetA,DfrA14,AmpH*;OXA-1,-,CTX-M-15,OKP-B-1,TEM-30*,KL114,Good,207,na,KL114,O3/O3a,Good,O3/O3a,O3/O3a,not_tested,na,not_tested,blood
ERS2489064,010510-33980 ,Vietnam,2010,Klebsiella pneumoniae,ST412,3,0,1,0,0,na,0,1,iuc 1,iro 1,1,rmpA_2(KpVP-1),rmpA2_8,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-11,-,KL57,Good,206*,na,KL57,O3b,Very high,O3b,O3b,singleton,no,singleton,blood
ERS2489065,061012-38375 ,Vietnam,2012,Klebsiella pneumoniae,ST394,0,1,6,12,0,na,0,0,none,none,0,-,-,-,-,0,AadA16*,-,-,QnrB17*,-,MphA,-,-,Arr3,SulI;SulI,TetA,DfrA27;DfrA14,AmpH*,-,CTX-M-15,SHV-11;TEM-135*,-,KL3,Very high,59,na,KL3,O2v2,Very high,O2v2,O2,not_tested,na,not_tested,blood
ERS2489066,070111-39341,Vietnam,2011,Klebsiella pneumoniae,ST1,0,0,9,14,0,na,0,0,none,none,0,-,-,-,-,0,Aph3-Ia*;AadA15*,-,-,QnrB4;Qnr-S1;ParC-80I;GyrA-83I,-,MphA,-,CatB3*,Arr2,SulII;SulI,TetA,DfrA14,AmpH*;SHV-132;DHA-1;LAP-2;OXA-1,-,-,-,TEM-30*,KL45,Very high,45,na,KL45,O1v2,Very high,O1v2,O1,not_tested,na,not_tested,blood
ERS2489067,071110-18900 ,Vietnam,2010,Klebsiella pneumoniae,ST23,5,0,1,0,1, ICEKp10,1,1,iuc 1,iro 1,1,rmpA_2(KpVP-1),rmpA2_6*,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH,-,-,SHV-11,-,KL1,Good,1,na,KL1,O1v2,Very high,O1v2,O1,singleton,no,singleton,blood
ERS2489068,080111-63202,Vietnam,2011,Klebsiella pneumoniae,ST412,3,0,1,0,0,na,0,1,iuc 1,iro 1,1,rmpA_2(KpVP-1),rmpA2_3,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-11,-,KL57,High,206,na,KL57,O3b,Very high,O3b,O3b,singleton,no,singleton,blood
ERS2489069,090411-29874,Vietnam,2011,Klebsiella pneumoniae,ST709,0,1,11,14,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA;Aac3-IId*,-,-,Qnr-S1;ParC-80I;GyrA-83I,-,-,-,CatB3*,Arr3,SulII?;SulI,TetA,DfrA5,AmpH*;LAP-2;OXA-1,-,SHV-12*?,-,TEM-30*,KL163,Reference strain,87*,na,KL163,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS2489070,090813-23155 ,Vietnam,2013,Klebsiella pneumoniae,ST29-3LV,0,0,1,1,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-11,-,KL103,Very high,325*,na,KL103,O5,High,O5,O5,not_tested,na,not_tested,blood
ERS2489071,091112-15433 ,Vietnam,2012,Klebsiella pneumoniae,ST14,0,1,11,7,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*,-,-,QnrB1?,-,-,-,-,-,SulII,TetD,DfrA14,SHV-28;AmpH*,-,CTX-M-15,-,-,KL2,Very high,2,na,KL2,O1v1,Very high,O1v1,O1,singleton,no,singleton,blood
ERS2489072,100212-16391 ,Vietnam,2012,Klebsiella pneumoniae,ST380,5,0,0,0,1, ICEKp10,1,1,iuc 2,iro 2,1,rmpA_3(KpVP-2),-,99.45,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*;SHV-187*,-,-,-,-,KL2,Very high,2,na,KL2,O1v1,High,O1v1,O1,not_tested,na,not_tested,blood
ERS2489074,100710-14507 ,Vietnam,2010,Klebsiella pneumoniae,ST268,0,0,8,1,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-11,-,KL20,Good,95,na,KL20,O2v1,Very high,O2v1,O2,not_tested,na,not_tested,blood
ERS2489075,110212-60438 ,Vietnam,2012,Klebsiella pneumoniae,ST23,5,1,0,1,1, ICEKp10,1,1,iuc 1,iro 1,1,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH,-,CTX-M-14,SHV-11,-,KL1,None,1,KL1,KL1,O1/O2v2,None,unknown,unknown,singleton,no,singleton,blood
ERS2489076,120613-40584 ,Vietnam,2013,Klebsiella pneumoniae,ST17,0,0,5,6,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*,-,-,-,-,-,-,CatA1*,-,SulII,TetD,DfrA5,AmpH*;SHV-187*?,-,-,-,-,KL122,Good,360,na,KL122,O2v2,Very high,O2v2,O2,singleton,no,singleton,blood
ERS2489077,020212-24850 ,Vietnam,2012,Klebsiella pneumoniae,ST273,0,0,9,16,0,na,0,0,none,none,0,-,-,-,-,0,AadA16*;Aph3-Ia*?;StrB*;StrA*;Aac3-IId*,-,-,QnrB17*;ParC-80I;GyrA-83I,-,-,-,CatA2*,Arr3,SulI;SulI;SulII,TetD,DfrA27,AmpH*,-,-,SHV-11,TEM-30*,KL10,Very high,100,na,KL10,O3/O3a,Very high,O3/O3a,O3/O3a,not_tested,na,not_tested,blood
ERS2489078,121212-65426 ,Vietnam,2012,Klebsiella pneumoniae,ST160,0,0,11,1,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*; SHV-119,-,-,-,-,KL62,Very high,149,na,KL62,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS2489079,130411-38618,Vietnam,2011,Klebsiella pneumoniae,ST17,3,0,7,9,0,na,0,1,iuc 3,none,0,-,-,-,-,0,AadA1-pm*;StrB;StrA*,-,-,-,-,-,-,CmlA5;FloR,Arr2*,SulII,TetA?,DfrA14,AmpH*;OXA-10,-,-,SHV-11,-,KL127,Good,202,na,KL127,OL101,Good,OL101,OL101,singleton,no,singleton,blood
ERS2489080,130510-30257 ,Vietnam,2010,Klebsiella pneumoniae,ST65,3,1,9,14,0,na,0,1,iuc 1,iro 1,1,rmpA_2(KpVP-1),rmpA2_6*,100,100,1,StrB;StrA*;AadA1-pm*;AadB,-,-,Qnr-S1,-,-,-,CmlA5;FloR*,Arr2,SulII;SulI,TetA?,DfrA23,AmpH*;LAP-2;OXA-10,-,VEB-1;CTX-M-15,SHV-11,-,KL2,Very high,72,na,KL2,O1v2,Very high,O1v2,O1,singleton,no,singleton,blood
ERS2489081,130712-16884 ,Vietnam,2012,Klebsiella pneumoniae,ST2156-2LV,0,0,3,3,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,Qnr-S1,-,-,-,-,-,-,TetA,DfrA1,AmpH*;SHV-132;DHA-1,-,-,-,-,KL142,Very high,375*,na,KL142,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS2489082,020212-29662 ,Vietnam,2012,Klebsiella pneumoniae,ST23,5,0,1,0,1, ICEKp10,1,1,iuc 1,iro 1,1,rmpA_2(KpVP-1),rmpA2_6*,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH,-,-,SHV-11,-,KL1,Very high,1,na,KL1,O1v2,Very high,O1v2,O1,singleton,no,singleton,blood
ERS2489083,131211-14450,Vietnam,2011,Klebsiella pneumoniae,ST534,0,0,6,7,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*;Aph3-Ia*,-,-,Qnr-S1,-,-,-,FloR*,-,SulII,TetD,-,AmpH*,-,-,SHV-11,-,KL164,Reference strain,163*,na,KL164,OL102,Good,OL102,OL102,not_tested,na,not_tested,blood
ERS2489084,141013-65180 ,Vietnam,2013,Klebsiella pneumoniae,ST309,0,0,1,0,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-11,-,KL42,Good,42,na,KL42,O4,Very high,O4,O4,not_tested,na,not_tested,blood
ERS2489085,150712-17061 ,Vietnam,2012,Klebsiella pneumoniae,ST540,0,1,1,1,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,SHV-42,-,-,KL21,None,21,KL21,KL21,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS2489086,020312-40166 ,Vietnam,2012,Klebsiella quasipneumoniae subsp. similipneumoniae,ST414-2LV,0,1,6,6,0,na,0,0,none,none,0,-,-,-,-,0,AadA5,-,-,QnrB4,-,-,-,-,-,SulI,-,DfrA1*,AmpH*;DHA-1,-,CTX-M-9,OKP-B-5*?,-,KL53,Good,164,na,KL53,O5,High,O5,O5,not_tested,na,not_tested,blood
ERS3039877 ,1069,Nepal,2013,Klebsiella pneumoniae,ST15,1,2,10,20,1, ICEKp12,0,0,none,none,0,-,-,-,-,0,StrB;StrA;ArmA;AadA2*;Aph3-Ia*?,-,-,QnrB1?;ParC-80I;GyrA-83F;GyrA-87A,-,MsrE;MphE*;ErmB*;MphA?,-,CatA1*,-,SulI?,-,DfrA12;DfrA14,AmpH*;SHV-28;OXA-1,NDM-1,CTX-M-15,-,TEM-30*,KL112,Good,93,na,KL112,O1v1,Very high,O1v1,O1,singleton,no,singleton,blood
ERS3039878 ,1075,Nepal,2013,Klebsiella pneumoniae,ST11,0,2,6,16,0,na,0,0,none,none,0,-,-,-,-,0,RmtC;AadA2*;Aph3-Ia*,-,-,QnrB4;ParC-80I;GyrA-83I,-,MphA,-,CatA1*;CatB3*,Arr3,SulI,TetA,DfrA12,AmpH*;DHA-1;OXA-1,NDM-1,SFO-1,SHV-11,-,KL105,Good,75,na,KL105,O2v2,Very high,O2v2,O2,5,no,5,blood
ERS3039879 ,1087,Nepal,2013,Klebsiella pneumoniae,ST45,1,1,7,9,1, ICEKp4,0,0,none,none,0,-,-,-,-,0,StrB;StrA*,-,-,QnrB1?,-,MphA,-,-,-,SulII,-,DfrA14,AmpH*,-,CTX-M-15,SHV-1,TEM-30*,KL52,Very high,50,na,KL52,OL101,High,OL101,OL101,singleton,no,singleton,blood
ERS3039880 ,1195,Nepal,2013,Klebsiella pneumoniae,ST11,0,2,3,15,0,na,0,0,none,none,0,-,-,-,-,0,RmtC;AadA2*;Aph3-Ia*,-,-,QnrB4;ParC-80I;GyrA-83I,-,MphA,-,CatA1*;CatB3*,Arr3,SulI,-,DfrA12,AmpH*;DHA-1;OXA-1,NDM-1,SFO-1,SHV-11,-,KL107,None,75,KL105,KL105,O2v2,Good,O2v2,O2,5,no,5,blood
ERS3039881 ,1196,Nepal,2013,Klebsiella pneumoniae,ST11,0,2,5,15,0,na,0,0,none,none,0,-,-,-,-,0,Aph3-Ia*;RmtC;AadA2*,-,-,QnrB4;ParC-80I;GyrA-83I,-,MphA,-,CatA1*;CatB3*,Arr3,SulI,-,DfrA12,AmpH*;DHA-1;OXA-1,NDM-1,SFO-1,SHV-11,-,KL105,None,75,KL105,KL105,O2v2,Very high,O2v2,O2,5,no,5,blood
ERS3039882 ,1235,Nepal,2013,Klebsiella pneumoniae,ST4,1,1,9,8,1, ICEKp4,0,0,none,none,0,-,-,-,-,0,StrB;StrA*,-,-,QnrB1?,-,-,-,CatB4?,-,SulII,TetA,-,AmpH*;OXA-1,-,CTX-M-15,SHV-11,TEM-30*,KL2,None,13,KL13,KL13,O1v1,Very high,O1v1,O1,75,no,100,blood
ERS3039883 ,1241,Nepal,2013,Klebsiella pneumoniae,ST4,1,1,7,7,1, ICEKp4,0,0,none,none,0,-,-,-,-,0,StrB;StrA*,-,-,-,-,-,-,-,-,SulII,TetA,DfrA14,-,-,CTX-M-15,SHV-11,TEM-30*,KL5,None,13,KL13,KL13,O1v1,Good,O1v1,O1,75,no,100,blood
ERS3039884 ,1251,Nepal,2013,Klebsiella pneumoniae,ST4,1,1,10,8,1, ICEKp4,0,0,none,none,0,-,-,-,-,0,StrB;StrA*,-,-,QnrB1?,-,-,-,-,-,SulII,TetA,DfrA14,AmpH*;OXA-1,-,CTX-M-15,SHV-11,TEM-30*,KL5,None,13,KL13,KL13,O1v1,Very high,O1v1,O1,75,no,100,blood
ERS3039885 ,1272,Nepal,2013,Klebsiella pneumoniae,ST4,1,1,8,8,1, ICEKp4,0,0,none,none,0,-,-,-,-,0,StrB;StrA*,-,-,QnrB1?,-,-,-,-,-,SulII,TetA,DfrA14,AmpH*;OXA-1,-,CTX-M-15,SHV-11,TEM-30*,KL13,None,13,KL13,KL13,O1v1,Very high,O1v1,O1,75,no,100,blood
ERS3039886 ,1273,Nepal,2013,Klebsiella pneumoniae,ST4,1,1,7,7,1, ICEKp4,0,0,none,none,0,-,-,-,-,0,StrB;StrA*,-,-,QnrB1?,-,-,-,-,-,SulII,TetA,-,AmpH*;OXA-1,-,CTX-M-15,SHV-11,TEM-30*,KL13,None,13,KL13,KL13,O1v1,Very high,O1v1,O1,75,no,100,blood
ERS3039887 ,1302,Nepal,2013,Klebsiella pneumoniae,ST14,0,1,10,7,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*;Aac3-IIa*,-,-,-,-,-,-,-,-,SulII,-,DfrA14,AmpH*;SHV-28;OXA-1,-,CTX-M-15,-,TEM-30*,KL5,None,2,KL2KL30,unknown,O1v1,Very high,O1v1,O1,singleton,no,singleton,blood
ERS3039888 ,1306,Nepal,2013,Klebsiella pneumoniae,ST17,0,0,1,0,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-11,-,KL23,Very high,82,na,KL23,O1v2,Very high,O1v2,O1,singleton,no,singleton,blood
ERS3039889 ,1358,Nepal,2013,Klebsiella pneumoniae,ST14-1LV,0,0,5,8,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA;AadA2*;Aph3-Ia*?,-,-,-,-,MphA,-,-,-,SulI,TetA,DfrA12,AmpH*;SHV-28*,-,-,-,-,KL2,None,2,KL2KL30,unknown,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS3039890 ,1370,Nepal,2013,Klebsiella pneumoniae,ST14-1LV,0,0,4,6,0,na,0,0,none,none,0,-,-,-,-,0,AadA2*;StrB;StrA,-,-,-,-,MphA,-,-,-,SulI,-,DfrA12,AmpH*;SHV-28*,-,-,-,-,KL5,None,2,KL2KL30,unknown,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS3039891 ,1379,Nepal,2013,Klebsiella pneumoniae,ST172-2LV,0,1,7,10,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*;Aac3-IIa*,-,-,QnrB1?,-,-,-,-,-,SulII,TetA,DfrA14,AmpH*;OXA-1,-,SHV-27;CTX-M-15,-,TEM-30*,KL107,None,384*,unknown,KL107,OL101,Low,unknown,unknown,not_tested,na,not_tested,blood
ERS3039892 ,1469,Nepal,2013,Klebsiella pneumoniae,ST873-1LV,0,1,7,10,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*;Aac3-IIa*,-,-,QnrB1?,-,-,-,-,-,SulII,TetA,DfrA14,AmpH*;OXA-1,-,SHV-27;CTX-M-15,-,TEM-30*,KL107,None,50,KL15KL17KL51KL52,unknown,OL101,High,OL101,OL101,not_tested,na,not_tested,blood
ERS3039893 ,1495,Nepal,2013,Klebsiella pneumoniae,ST873,0,1,7,10,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*;Aac3-IIa*,-,-,QnrB1?,-,-,-,-,-,SulII,TetA,DfrA14,AmpH*;OXA-1,-,SHV-27;CTX-M-15,-,TEM-30*,KL107,None,50,KL15KL17KL51KL52,unknown,OL101,Low,unknown,unknown,not_tested,na,not_tested,blood
ERS3039914 ,CM3204,Vietnam,2015,Klebsiella pneumoniae,ST23,5,0,1,0,1, ICEKp10,1,1,iuc 1,iro 1,1,rmpA_2(KpVP-1),rmpA2_6*,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH,-,-,SHV-11,-,KL1,Very high,1,na,KL1,O1v2,Very high,O1v2,O1,55,no,singleton,blood
ERS3039915 ,CM3280,Vietnam,2015,Klebsiella pneumoniae,ST375,3,0,0,0,0,na,0,1,iuc 1,iro 1,1,-,rmpA2_3*,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*;SHV-132,-,-,-,-,KL2,Good,72,na,KL2,O1v2,Very high,O1v2,O1,not_tested,na,not_tested,blood
ERS3039916 ,CM3425,Vietnam,2015,Klebsiella pneumoniae,ST17,1,1,2,9,1,unknown,0,0,none,none,0,-,-,-,-,0,Aac3-IId*,-,-,QnrB4,-,-,-,CatB3*;CatA1*,Arr3,SulI,TetD,DfrA14,AmpH*;DHA-1;OXA-1,-,SHV-12,-,-,KL25,None,141,KL25,KL25,O5,High,O5,O5,28,yes,singleton,blood
ERS3039917 ,CM3543,Vietnam,2015,Klebsiella pneumoniae,ST828,4,0,0,0,1, ICEKp1,0,1,iuc 3,iro 3,1,rmpA_11(ICEKp1),-,95.21,99.45,1,-,-,-,-,-,-,-,-,-,-,-,-,SHV-36*;AmpH*,-,-,-,-,KL5,Low,5,KL5,KL5,O1/O2v1,Very high,O1/O2v1,unknown,not_tested,na,not_tested,blood
ERS3039918 ,CM3560,Vietnam,2015,Klebsiella pneumoniae,ST592,3,0,1,1,0,na,0,1,iuc 1,iro 1,1,-,rmpA2_5,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,-,SHV-26,KL57,None,206,KL57,KL57,O3b,Very high,O3b,O3b,82,yes,singleton,blood
ERS3039919 ,CM3660,Vietnam,2015,Klebsiella pneumoniae,ST23-1LV,5,0,1,0,1, ICEKp10,1,1,iuc 1,iro 1,1,rmpA_2(KpVP-1),rmpA2_6,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH,-,-,SHV-11,-,KL1,Good,1,na,KL1,O1v2,Very high,O1v2,O1,not_tested,na,not_tested,blood
ERS3039920 ,CM3664,Vietnam,2015,Klebsiella pneumoniae,ST15,1,1,7,6,1, ICEKp4?,0,0,none,none,0,-,-,-,-,0,AadA1-pm*?;Aac6-Ib,-,-,Qnr-S1;ParC-80I;GyrA-83I,-,-,-,-,-,-,-,-,AmpH*;SHV-28;LAP-2;OXA-9*?,-,CTX-M-14,-,-,KL5,None,84,KL28,KL28,O1/O2v1,Good,O1/O2v1,unknown,singleton,no,singleton,blood
ERS3039921 ,CM3757,Vietnam,2015,Klebsiella pneumoniae,ST420,4,0,1,1,1, ICEKp3,0,1,iuc 1,iro 1,1,rmpA_1(KpVP-1),rmpA2_3,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-75,-,KL20,Good,95,na,KL20,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS3039922 ,2427,Nepal,2016,Klebsiella pneumoniae,ST15,1,2,7,12,1, ICEKp12,0,0,none,none,0,-,-,-,-,0,StrB;StrA*;RmtC,-,-,ParC-80I;GyrA-83F;GyrA-87A,-,-,-,-,Arr2,SulII,-,-,AmpH*;CMY-6;SHV-28,NDM-1;OXA-232,CTX-M-15,-,TEM-30*,KL112,None,93,KL112,KL112,O1v1,Very high,O1v1,O1,108,yes,139,blood
ERS3039923 ,2455,Nepal,2016,Klebsiella pneumoniae,ST15,1,2,9,18,1, ICEKp12,0,0,none,none,0,-,-,-,-,0,StrB;StrA*;RmtC;AacA4*?,-,-,QnrB1;ParC-80I;GyrA-83F;GyrA-87A,-,MphA?;ErmB*,-,-,Arr2,SulII;SulI,-,DfrA14*?,AmpH*;SHV-28;CMY-6,NDM-1;OXA-232,CTX-M-15,-,TEM-30*,KL112,Very high,93,na,KL112,O1v1,Very high,O1v1,O1,108,yes,139,blood
ERS3039924 ,2478,Nepal,2016,Klebsiella pneumoniae,ST200,0,0,0,0,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*;SHV-132,-,-,-,-,KL39,Low,160*,unknown,KL39,O3b,Very high,O3b,O3b,not_tested,na,not_tested,blood
ERS3039925 ,2481,Nepal,2016,Klebsiella pneumoniae,ST394,1,1,11,9,1, ICEKp5?,0,0,none,none,0,-,-,-,-,0,StrB;StrA*,-,-,QnrB1?,-,MphA,-,-,-,SulII,-,DfrA14,AmpH*,-,CTX-M-15,SHV-11,TEM-30*,KL3,Very high,59,na,KL3,O2v2,Very high,O2v2,O2,not_tested,na,not_tested,blood
ERS3039926 ,2483,Nepal,2016,Klebsiella pneumoniae,ST25,0,0,1,1,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-11,-,KL2,Very high,72,na,KL2,O1v2,Very high,O1v2,O1,singleton,no,singleton,blood
ERS3039927 ,2557,Nepal,2016,Klebsiella pneumoniae,ST15,4,1,10,13,1, ICEKp12,0,1,iuc 1,none,0,-,rmpA2_9,-,-,0,RmtF*?;StrB;StrA*,-,-,QnrB1?;ParC-80I;GyrA-83F;GyrA-87A,-,MphA,-,-,Arr2,SulII,-,DfrA14,AmpH*;SHV-28,-,CTX-M-15,-,TEM-30*,KL112,Very high,93,na,KL112,O1v1,Very high,O1v1,O1,108,yes,singleton,blood
ERS3039928 ,2579,Nepal,2016,Klebsiella pneumoniae,ST15,4,2,10,13,1, ICEKp12,0,1,iuc 1,none,0,-,rmpA2_9,-,-,0,StrB;StrA*,-,-,QnrB1?;ParC-80I;GyrA-83F;GyrA-87A,-,MphA,-,-,Arr2,SulII*,-,DfrA14,AmpH*;SHV-28*?,OXA-232,CTX-M-15,-,TEM-30*,KL112,Very high,93,na,KL112,O1v1,Very high,O1v1,O1,108,yes,singleton,blood
