sr_sample_accession,sr_run_accession,refseq_sample,refseq_gcf_accession,duplicate_removed,in_bakrep_sheet,in_assembly_scan,bakrep_FINAL,bakrep_instrument_platform,bakrep_gtdbtk_species,bakrep_checkm2_completeness,bakrep_checkm2_contamination,bakrep_study_accession,kleborate_species,kleborate_species_match,kleborate_contig_count,kleborate_N50
SAMEA5128438,ERR2929692,GCF_900622645.1_KPC2_genomic,GCF_900622645.1,False,True,True,False,PACBIO_SMRT || ILLUMINA,Klebsiella pneumoniae,100.0,0.06,PRJEB29928,Klebsiella pneumoniae,strong,121,231073
SAMN15547548,SRR12233609,GCF_023703835.1_ASM2370383v1_genomic,GCF_023703835.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.52,PRJNA646592,Klebsiella pneumoniae,strong,79,204145
SAMN39725114,SRR27842369,GCF_036542045.1_ASM3654204v1_genomic,GCF_036542045.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.28,PRJNA1072026,Klebsiella pneumoniae,strong,71,369890
SAMN07602916,SRR6037659,GCF_003194325.1_ASM319432v1_genomic,GCF_003194325.1,False,True,True,False,PACBIO_SMRT || ILLUMINA || ILLUMINA,Klebsiella pneumoniae,100.0,0.02,PRJNA401330,Klebsiella pneumoniae,strong,124,336042
SAMN46544991,SRR33047860,GCF_051549635.1_ASM5154963v1_genomic,GCF_051549635.1,False,False,False,,,,,,,,,,
SAMN49815548,SRR34410536,GCF_051620725.1_ASM5162072v1_genomic,GCF_051620725.1,False,False,False,,,,,,,,,,
SAMN15547546,SRR12233611,GCF_023703895.1_ASM2370389v1_genomic,GCF_023703895.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.2,PRJNA646592,Klebsiella pneumoniae,strong,66,367496
SAMN15148670,SRR11948908,GCF_013734035.1_ASM1373403v1_genomic,GCF_013734035.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,1.2,PRJNA605147,Klebsiella pneumoniae,strong,230,157080
SAMN37529176,SRR26162832,GCF_032348595.1_ASM3234859v1_genomic,GCF_032348595.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.08,PRJNA1020811,Klebsiella pneumoniae,strong,115,144599
SAMD00194558,DRR199394,GCF_014169495.1_ASM1416949v1_genomic,GCF_014169495.1,False,True,True,False,ILLUMINA,Klebsiella quasipneumoniae,100.0,0.32,PRJDB6962,Klebsiella quasipneumoniae subsp. similipneumoniae,strong,112,303815
SAMN16685806,SRR12998318,GCF_015694085.1_ASM1569408v1_genomic,GCF_015694085.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.18,PRJNA674961,Klebsiella pneumoniae,strong,80,285683
SAMN28626334,SRR19372474,GCF_041860905.1_ASM4186090v1_genomic,GCF_041860905.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.16,PRJNA835677,Klebsiella pneumoniae,strong,96,473268
SAMN29499314,SRR19977208,GCF_024226755.1_ASM2422675v1_genomic,GCF_024226755.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.74,PRJNA855630,Klebsiella pneumoniae,strong,97,203012
SAMN17214843,SRR13358224,GCF_017639065.1_ASM1763906v1_genomic,GCF_017639065.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.18,PRJNA689691,Klebsiella pneumoniae,strong,107,470719
SAMN51290918,SRR35361462,GCF_052748545.1_ASM5274854v1_genomic,GCF_052748545.1,False,False,False,,,,,,,,,,
SAMN03733725,SRR2965672,GCF_001456135.1_ASM145613v1_genomic,GCF_001456135.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.11,PRJNA246471,Klebsiella pneumoniae,strong,193,135975
SAMN28626304,SRR19372359,GCF_041860965.1_ASM4186096v1_genomic,GCF_041860965.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.2,PRJNA835677,Klebsiella pneumoniae,strong,76,709481
SAMEA115720023,ERR13252989,GCF_964199065.1_Zagreb020_hybrid_assembly.fa.gz_genomic,GCF_964199065.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.58,PRJEB76496,Klebsiella pneumoniae,strong,131,231638
SAMN31390134,SRR21986343,GCF_026967735.1_ASM2696773v1_genomic,GCF_026967735.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella variicola,100.0,0.28,PRJNA288601,Klebsiella variicola subsp. variicola,strong,116,369214
SAMN29499316,SRR19977206,GCF_024224875.1_ASM2422487v1_genomic,GCF_024224875.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.03,PRJNA855630,Klebsiella pneumoniae,strong,152,143669
SAMN46862830,SRR32370156,GCF_053078395.1_ASM5307839v1_genomic,GCF_053078395.1,False,False,False,,,,,,,,,,
SAMN28626300,SRR19372392,GCF_041860975.1_ASM4186097v1_genomic,GCF_041860975.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,52.62,PRJNA835677,Klebsiella pneumoniae,strong,1045,140798
SAMN16822476,SRR13075498,GCF_047839715.1_ASM4783971v1_genomic,GCF_047839715.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,1.28,PRJNA288601,Klebsiella pneumoniae,strong,67,394813
SAMN38788849,SRR27185906,GCF_034331225.1_ASM3433122v2_genomic,GCF_034331225.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella variicola,100.0,0.45,PRJNA288601 || PRJNA812595,Klebsiella variicola subsp. variicola,strong,104,371841
SAMEA115720021,ERR13252987,GCF_964198815.1_Zagreb018_hybrid_assembly.fa.gz_genomic,GCF_964198815.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.56,PRJEB76496,Klebsiella pneumoniae,strong,132,218025
SAMN32676116,SRR23048597,GCF_041861215.1_ASM4186121v1_genomic,GCF_041861215.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.18,PRJNA922900,Klebsiella pneumoniae,strong,88,369533
SAMN15148729,SRR11948725,GCF_013728275.1_ASM1372827v1_genomic,GCF_013728275.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella variicola,100.0,0.13,PRJNA605147,Klebsiella variicola subsp. variicola,strong,79,429015
SAMN32978013,SRR23290110,GCF_028364475.1_ASM2836447v3_genomic,GCF_028364475.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.32,PRJNA288601 || PRJNA812595,Klebsiella pneumoniae,strong,111,386336
SAMN44266216,SRR30971653,GCF_049350935.1_5154_genomic,GCF_049350935.1,False,False,False,,,,,,,,,,
SAMEA115720024,ERR13252990,GCF_964198675.1_Zagreb021_hybrid_assembly.fa.gz_genomic,GCF_964198675.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.09,PRJEB76496,Klebsiella pneumoniae,strong,141,207595
SAMN37844966,SRR26395075,GCF_032738105.1_ASM3273810v2_genomic,GCF_032738105.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella quasipneumoniae,100.0,0.01,PRJNA288601,Klebsiella quasipneumoniae subsp. similipneumoniae,strong,54,575027
SAMEA115720030,ERR13252996,GCF_964199125.1_Zagreb027_hybrid_assembly.fa.gz_genomic,GCF_964199125.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.56,PRJEB76496,Klebsiella pneumoniae,strong,129,221324
SAMN46544982,SRR33047861,GCF_051549705.1_ASM5154970v1_genomic,GCF_051549705.1,False,False,False,,,,,,,,,,
SAMEA115720044,ERR13253010,GCF_964199095.1_Zagreb042_hybrid_assembly.fa.gz_genomic,GCF_964199095.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.58,PRJEB76496,Klebsiella pneumoniae,strong,144,188980
SAMN28626347,SRR19372432,GCF_041860875.1_ASM4186087v1_genomic,GCF_041860875.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.19,PRJNA835677,Klebsiella pneumoniae,strong,82,462444
SAMEA7082323,ERR4372596,GCF_903993085.2_AI2764v1_cp_genomic,GCF_903993085.2,False,False,False,,,,,,,,,,
SAMN41020284,SRR28747402,GCF_038418325.1_ASM3841832v2_genomic,GCF_038418325.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.11,PRJNA288601 || PRJNA812595,Klebsiella pneumoniae,strong,90,437196
SAMN40918467,SRR28618918,GCF_038442825.1_ASM3844282v1_genomic,GCF_038442825.1,False,True,True,False,ILLUMINA,Klebsiella variicola,100.0,0.2,PRJNA288601,Klebsiella variicola subsp. variicola,strong,102,440510
SAMEA8602827,ERR5757361,GCF_019798025.1_ASM1979802v1_genomic,GCF_019798025.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.14,PRJEB27256,Klebsiella pneumoniae,strong,96,319349
SAMEA7082328,ERR4372618,GCF_903993185.2_AI2768v1_cp_genomic,GCF_903993185.2,False,False,False,,,,,,,,,,
SAMN23286194,SRR16977052,GCF_021228815.1_ASM2122881v1_genomic,GCF_021228815.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.12,PRJNA674961,Klebsiella pneumoniae,strong,83,278215
SAMN32676063,SRR23048656,GCF_041861335.1_ASM4186133v1_genomic,GCF_041861335.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,1.09,PRJNA922900,Klebsiella pneumoniae,strong,114,269234
SAMN18913859,SRR14348119,GCF_018310495.1_ASM1831049v1_genomic,GCF_018310495.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,1.24,PRJNA725484,Klebsiella pneumoniae,strong,92,295060
SAMN28626267,SRR19372456,GCF_041861045.1_ASM4186104v1_genomic,GCF_041861045.1,False,True,True,False,ILLUMINA,Klebsiella quasipneumoniae,100.0,0.04,PRJNA835677,Klebsiella quasipneumoniae subsp. similipneumoniae,strong,84,454379
SAMD00195879,DRR199684,GCF_015135515.1_ASM1513551v1_genomic,GCF_015135515.1,False,True,True,False,ILLUMINA,Klebsiella quasipneumoniae,100.0,0.23,PRJDB9036,Klebsiella quasipneumoniae subsp. similipneumoniae,strong,156,221588
SAMN49815531,SRR34410464,GCF_051560495.1_ASM5156049v1_genomic,GCF_051560495.1,False,False,False,,,,,,,,,,
SAMN10432823,SRR10728905,GCF_003850165.1_ASM385016v1_genomic,GCF_003850165.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.69,PRJNA433394,Klebsiella pneumoniae,strong,98,292083
SAMN44266175,SRR30971698,GCF_049354785.1_4916_genomic,GCF_049354785.1,False,False,False,,,,,,,,,,
SAMN46862811,SRR32370176,GCF_053078555.1_ASM5307855v1_genomic,GCF_053078555.1,False,False,False,,,,,,,,,,
SAMN46862826,SRR32370160,GCF_053078435.1_ASM5307843v1_genomic,GCF_053078435.1,False,False,False,,,,,,,,,,
SAMEA7082324,ERR4372600,GCF_903993105.2_AI2765v1_cp_genomic,GCF_903993105.2,False,False,False,,,,,,,,,,
SAMN17766475,SRR18543833,GCF_022789685.2_KGMAR-2019-1497_genomic,GCF_022789685.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.61,PRJNA591480,Klebsiella pneumoniae,strong,155,326705
SAMN06438459,SRR5386689,GCF_002156745.1_ASM215674v1_genomic,GCF_002156745.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.11,PRJNA376414,Klebsiella pneumoniae,strong,245,123680
SAMEA11350960,ERR7472606,GCF_946966015.1_ARGID_33072_genomic,GCF_946966015.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.93,PRJEB48990,Klebsiella pneumoniae,strong,89,326931
SAMN13382596,SRR18543878,GCF_022789985.2_KGMAR-2016-1396_genomic,GCF_022789985.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.31,PRJNA591480,Klebsiella pneumoniae,strong,170,179246
SAMEA7082326,ERR4372608,GCF_903993035.2_AI2767v1_cp_genomic,GCF_903993035.2,False,False,False,,,,,,,,,,
SAMN15547540,SRR12233576,GCF_023704035.1_ASM2370403v1_genomic,GCF_023704035.1,False,True,True,False,ILLUMINA,Klebsiella africana,100.0,0.09,PRJNA646592,Klebsiella africana,strong,102,353314
SAMN32676066,SRR23048652,GCF_041861325.1_ASM4186132v1_genomic,GCF_041861325.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.11,PRJNA922900,Klebsiella pneumoniae,strong,79,257375
SAMEA5128440,ERR2929694,GCF_900622615.1_04153260899A_genomic,GCF_900622615.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella variicola,100.0,0.05,PRJEB29928,Klebsiella variicola subsp. variicola,strong,46,375098
SAMN32676085,SRR23048631,GCF_041861265.1_ASM4186126v1_genomic,GCF_041861265.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.1,PRJNA922900,Klebsiella pneumoniae,strong,108,310268
SAMN05908511,SRR4423335,GCF_003006175.1_ASM300617v1_genomic,GCF_003006175.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.36,PRJNA348457,Klebsiella pneumoniae,strong,119,193268
SAMN28626287,SRR19372406,GCF_041861015.1_ASM4186101v1_genomic,GCF_041861015.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.59,PRJNA835677,Klebsiella pneumoniae,strong,97,360845
SAMN31152643,SRR21802879,GCF_025579425.1_ASM2557942v2_genomic,GCF_025579425.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella variicola,100.0,0.28,PRJNA288601,Klebsiella variicola subsp. variicola,strong,111,369213
SAMN28626331,SRR19372478,GCF_041860915.1_ASM4186091v1_genomic,GCF_041860915.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.76,PRJNA835677,Klebsiella pneumoniae,strong,110,346748
SAMN17766464,SRR18543871,GCF_022789905.2_KGMAR-2019-604_genomic,GCF_022789905.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.13,PRJNA591480,Klebsiella pneumoniae,strong,82,349624
SAMN04011439,SRR2244257,GCF_001316945.3_ASM131694v3_genomic,GCF_001316945.3,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.06,PRJNA287968,Klebsiella pneumoniae,strong,177,148286
SAMN24523856,SRR17383790,GCF_025259665.1_ASM2525966v1_genomic,GCF_025259665.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.67,PRJNA288601 || PRJNA812595,Klebsiella pneumoniae,strong,71,299118
SAMN28626299,SRR19372393,GCF_041860985.1_ASM4186098v1_genomic,GCF_041860985.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.11,PRJNA835677,Klebsiella pneumoniae,strong,110,349323
SAMN15148557,SRR11949089,GCF_013706815.1_ASM1370681v1_genomic,GCF_013706815.1,False,True,True,False,PACBIO_SMRT || ILLUMINA,Klebsiella quasipneumoniae,100.0,1.63,PRJNA605147,Klebsiella quasipneumoniae subsp. quasipneumoniae,strong,294,108970
SAMEA8602826,ERR5757359,GCF_019798185.1_ASM1979818v1_genomic,GCF_019798185.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.29,PRJEB27256,Klebsiella pneumoniae,strong,111,270412
SAMN10574723,SRR28565965,GCF_009648975.1_ASM964897v1_genomic,GCF_009648975.1,True,True,True,False,PACBIO_SMRT || OXFORD_NANOPORE || ILLUMINA,Klebsiella variicola,100.0,0.1,PRJNA243331 || PRJNA541977,Klebsiella variicola subsp. variicola,strong,78,330795
SAMEA12561091,ERR8135200,GCF_928375135.1_BB1542_assembly_hybrid_genomic,GCF_928375135.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.27,PRJEB50384,Klebsiella pneumoniae,strong,127,220857
SAMEA115720027,ERR13252993,GCF_964198975.1_Zagreb024_hybrid_assembly.fa.gz_genomic,GCF_964198975.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.58,PRJEB76496,Klebsiella pneumoniae,strong,140,218025
SAMN15907136,SRR12519125,GCF_027886565.1_ASM2788656v1_genomic,GCF_027886565.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.05,PRJNA288601 || PRJNA812595,Klebsiella pneumoniae,strong,86,201363
SAMEA7082322,ERR4372592,GCF_903993115.2_AI2763v1_cp_genomic,GCF_903993115.2,False,False,False,,,,,,,,,,
SAMEA115720020,ERR13252986,GCF_964198735.1_Zagreb017_hybrid_assembly.fa.gz_genomic,GCF_964198735.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.22,PRJEB76496,Klebsiella pneumoniae,strong,126,280961
SAMN41071133,SRR9042857,GCF_046272125.1_ASM4627212v1_genomic,GCF_046272125.1,True,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.05,PRJNA1101017,Klebsiella pneumoniae,strong,66,426987
SAMN32676060,SRR23048659,GCF_041861355.1_ASM4186135v1_genomic,GCF_041861355.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.05,PRJNA922900,Klebsiella pneumoniae,strong,63,471812
SAMEA115720042,ERR13253008,GCF_964199005.1_Zagreb039_hybrid_assembly.fa.gz_genomic,GCF_964199005.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.09,PRJEB76496,Klebsiella pneumoniae,strong,139,162402
SAMN28626316,SRR19372494,GCF_041860955.1_ASM4186095v1_genomic,GCF_041860955.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.82,PRJNA835677,Klebsiella pneumoniae,strong,101,348636
SAMN32676067,SRR23048651,GCF_041861315.1_ASM4186131v1_genomic,GCF_041861315.1,False,True,True,False,ILLUMINA,Klebsiella variicola,100.0,0.17,PRJNA922900,Klebsiella variicola subsp. variicola,strong,61,494649
SAMN06438648,SRR5386043,GCF_002269255.1_ASM226925v1_genomic,GCF_002269255.1,False,True,True,False,ILLUMINA,Klebsiella quasivariicola,100.0,0.21,PRJNA376414,Klebsiella quasivariicola,strong,216,109659
SAMN31152640,SRR21802882,GCF_025579445.1_ASM2557944v2_genomic,GCF_025579445.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella variicola,100.0,0.28,PRJNA288601,Klebsiella variicola subsp. variicola,strong,117,400684
SAMN32676123,SRR23048590,GCF_041861185.1_ASM4186118v1_genomic,GCF_041861185.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.52,PRJNA922900,Klebsiella pneumoniae,strong,89,473464
SAMEA12561089,ERR8135198,GCF_928376025.1_BB1539_assembly_hybrid_genomic,GCF_928376025.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.27,PRJEB50384,Klebsiella pneumoniae,strong,104,371540
SAMN41020285,SRR28747401,GCF_038418345.1_ASM3841834v2_genomic,GCF_038418345.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.08,PRJNA288601 || PRJNA812595,Klebsiella pneumoniae,strong,106,375686
SAMN22024806,SRR16202832,GCF_020525585.1_ASM2052558v1_genomic,GCF_020525585.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella quasipneumoniae,100.0,0.2,PRJNA768294,Klebsiella quasipneumoniae subsp. similipneumoniae,strong,159,94601
SAMN13382597,SRR18543877,GCF_022789975.2_KGMAR-2016-1397_genomic,GCF_022789975.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.2,PRJNA591480,Klebsiella pneumoniae,strong,246,138220
SAMN03024576,SRR1582861,GCF_001908515.1_ASM190851v1_genomic,GCF_001908515.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.21,PRJNA246471,Klebsiella pneumoniae,strong,116,198746
SAMEA115720046,ERR13253012,GCF_964198635.1_Zagreb044_hybrid_assembly.fa.gz_genomic,GCF_964198635.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.56,PRJEB76496,Klebsiella pneumoniae,strong,132,231638
SAMN46544983,SRR33047859,GCF_051549695.1_ASM5154969v1_genomic,GCF_051549695.1,False,False,False,,,,,,,,,,
SAMN17214842,SRR13358226,GCF_017639085.1_ASM1763908v1_genomic,GCF_017639085.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella variicola,100.0,0.12,PRJNA689691,Klebsiella variicola subsp. variicola,strong,90,409112
SAMN46544979,SRR33047868,GCF_051549735.1_ASM5154973v1_genomic,GCF_051549735.1,False,False,False,,,,,,,,,,
SAMN46862827,SRR32370159,GCF_053078425.1_ASM5307842v1_genomic,GCF_053078425.1,False,False,False,,,,,,,,,,
SAMN41020286,SRR28747400,GCF_038418385.1_ASM3841838v2_genomic,GCF_038418385.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,1.33,PRJNA288601 || PRJNA812595,Klebsiella pneumoniae,strong,171,198844
SAMN28626339,SRR19372441,GCF_041860885.1_ASM4186088v1_genomic,GCF_041860885.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.45,PRJNA835677,Klebsiella pneumoniae,strong,88,381428
SAMN31390135,SRR21986342,GCF_026967755.1_ASM2696775v1_genomic,GCF_026967755.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella variicola,100.0,0.28,PRJNA288601,Klebsiella variicola subsp. variicola,strong,107,480783
SAMN28626296,SRR19372396,GCF_041860995.1_ASM4186099v1_genomic,GCF_041860995.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.17,PRJNA835677,Klebsiella pneumoniae,strong,109,373203
SAMEA115720026,ERR13252992,GCF_964198945.1_Zagreb023_hybrid_assembly.fa.gz_genomic,GCF_964198945.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.56,PRJEB76496,Klebsiella pneumoniae,strong,130,218025
SAMEA115720041,ERR13253007,GCF_964198955.1_Zagreb038_hybrid_assembly.fa.gz_genomic,GCF_964198955.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.22,PRJEB76496,Klebsiella pneumoniae,strong,122,162361
SAMN32676047,SRR23048654,GCF_041861365.1_ASM4186136v1_genomic,GCF_041861365.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.09,PRJNA922900,Klebsiella pneumoniae,strong,73,473442
SAMEA115720037,ERR13253003,GCF_964198745.1_Zagreb034_hybrid_assembly.fa.gz_genomic,GCF_964198745.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.56,PRJEB76496,Klebsiella pneumoniae,strong,137,189612
SAMN28626242,SRR19372372,GCF_041861085.1_ASM4186108v1_genomic,GCF_041861085.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.21,PRJNA835677,Klebsiella pneumoniae,strong,168,271872
SAMEA115720036,ERR13253002,GCF_964198925.1_Zagreb033_hybrid_assembly.fa.gz_genomic,GCF_964198925.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.58,PRJEB76496,Klebsiella pneumoniae,strong,120,231638
SAMN14792099,SRR11725286,GCF_025398695.1_ASM2539869v1_genomic,GCF_025398695.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,1.22,PRJNA288601 || PRJNA812595,Klebsiella pneumoniae,strong,95,289383
SAMN37529181,SRR26162827,GCF_032344435.1_ASM3234443v1_genomic,GCF_032344435.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.05,PRJNA1020811,Klebsiella pneumoniae,strong,108,205711
SAMN18913844,SRR14348061,GCF_018283505.2_ASM1828350v2_genomic,GCF_018283505.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,1.44,PRJNA725484,Klebsiella pneumoniae,strong,98,310198
SAMN28626224,SRR19372497,GCF_041861145.1_ASM4186114v1_genomic,GCF_041861145.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.63,PRJNA835677,Klebsiella pneumoniae,strong,112,283365
SAMEA115720039,ERR13253005,GCF_964198705.1_Zagreb036_hybrid_assembly.fa.gz_genomic,GCF_964198705.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.29,PRJEB76496,Klebsiella pneumoniae,strong,170,346190
SAMEA115720019,ERR13252985,GCF_964198895.1_Zagreb016_hybrid_assembly.fa.gz_genomic,GCF_964198895.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.56,PRJEB76496,Klebsiella pneumoniae,strong,119,218025
SAMEA115720015,ERR13252981,GCF_964198805.1_Zagreb012_hybrid_assembly.fa.gz_genomic,GCF_964198805.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.65,PRJEB76496,Klebsiella pneumoniae,strong,139,183961
SAMN41071140,SRR9043694,GCF_049262525.1_ASM4926252v1_genomic,GCF_049262525.1,True,True,True,False,ILLUMINA,Klebsiella variicola,100.0,0.1,PRJNA1101017,Klebsiella variicola subsp. variicola,strong,78,330795
SAMN31152642,SRR21802880,GCF_025579525.1_ASM2557952v2_genomic,GCF_025579525.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella variicola,100.0,0.28,PRJNA288601,Klebsiella variicola subsp. variicola,strong,108,533401
SAMEA4608427,ERR3403036,GCF_902166495.1_25964_2_99_genomic,GCF_902166495.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,69.06,PRJEB22252,Klebsiella pneumoniae,strong,147,320545
SAMN09205469,SRR7160708,GCF_003146655.1_ASM314665v1_genomic,GCF_003146655.1,False,True,True,False,ILLUMINA,Klebsiella quasipneumoniae,100.0,0.53,PRJNA411762,Klebsiella quasipneumoniae subsp. quasipneumoniae,strong,132,304436
SAMN40254322,SRR28217765,GCF_037009005.1_ASM3700900v2_genomic,GCF_037009005.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.19,PRJNA288601 || PRJNA812595,Klebsiella pneumoniae,strong,132,309903
SAMN34258006,SRR25867762,GCF_030020765.1_ASM3002076v1_genomic,GCF_030020765.1,False,False,False,,,,,,,,,,
SAMN46778011,SRR32399094,GCF_051414815.1_KpMVS2_genomic,GCF_051414815.1,False,False,False,,,,,,,,,,
SAMN15148760,SRR11949006,GCF_013783245.1_ASM1378324v1_genomic,GCF_013783245.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.14,PRJNA605147,Klebsiella pneumoniae,strong,69,251712
SAMEA115720017,ERR13252983,GCF_964198935.1_Zagreb014_hybrid_assembly.fa.gz_genomic,GCF_964198935.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.58,PRJEB76496,Klebsiella pneumoniae,strong,134,221324
