ncbi_accession	paired_gcf_accession	ncbi_assembly_level	ncbi_assembly_status	ncbi_sequencing_tech	ncbi_assembly_method	ncbi_refseq_category	ncbi_genome_notes	ncbi_genome_size	ncbi_n_scaffolds	ncbi_scaffold_n50	ncbi_scaffold_l50	ncbi_n_contigs	ncbi_contig_n50	ncbi_contig_l50	ncbi_genome_coverage	ncbi_gc_percent	ncbi_n_chromosomes	ncbi_completeness	ncbi_contamination	ncbi_taxonomy_check	ncbi_ani_match_status	lookup_accession
GCF_904864475.1	GCA_904864475.1	Complete Genome	current	MinION	Unicycler			5594072	3	5376827	1	3	5376827	1	55.0	57.0	3	99.05	1.48	OK	species_match	GCF_904864475
GCF_053691675.1	GCA_053691675.1	Complete Genome	current	Oxford Nanopore GridION; Illumina NextSeq	Flye v. 2.9.2			5955759	3	5375450	1	3	5375450	1	195.0	56.5	3	98.31	2.82	OK	derived_species_match	GCF_053691675
GCF_053707305.1	GCA_053707305.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. v. 2.9.6-b1802			5745273	6	5374042	1	6	5374042	1	129.0	56.5	6	97.83	0.91	OK	derived_species_match	GCF_053707305
GCF_903993025.2	GCA_903993025.2	Complete Genome	current	Illumina, ONT	unicycler			5688860	8	5367215	1	8	5367215	1	306.0	57.0	8	97.61	1.66	OK	derived_species_match	GCF_903993025
GCF_904863145.1	GCA_904863145.1	Complete Genome	current	MinION	Unicycler			5610430	4	5362699	1	4	5362699	1	60.0	57.0	4	98.81	1.19	OK	species_match	GCF_904863145
GCF_904863325.1	GCA_904863325.1	Complete Genome	current	MinION	Unicycler			5671180	5	5359358	1	5	5359358	1	70.0	57.0	5	98.27	1.35	OK	derived_species_match	GCF_904863325
GCF_904864535.1	GCA_904864535.1	Complete Genome	current	MinION	Unicycler			5688260	7	5358293	1	7	5358293	1	61.0	57.0	7	98.27	1.35	OK	derived_species_match	GCF_904864535
GCF_904864525.1	GCA_904864525.1	Complete Genome	current	MinION	Unicycler			5509460	2	5357061	1	2	5357061	1	74.0	57.5	2	98.98	0.2	OK	derived_species_match	GCF_904864525
GCF_904864545.1	GCA_904864545.1	Complete Genome	current	MinION	Unicycler			5661247	4	5356508	1	4	5356508	1	52.0	57.0	4	99.04	0.44			GCF_904864545
GCF_904863395.1	GCA_904863395.1	Complete Genome	current	MinION	Unicycler			5683515	7	5355089	1	7	5355089	1	70.0	57.0	7	98.27	1.35	OK	derived_species_match	GCF_904863395
GCF_053309175.1	GCA_053309175.1	Complete Genome	current	Oxford Nanopore PromethION	Flye v. 2.9.4-b1799			5820227	4	5346852	1	4	5346852	1	80.0	56.5	4	97.93	1.16	OK	derived_species_match	GCF_053309175
GCF_053691685.1	GCA_053691685.1	Complete Genome	current	Oxford Nanopore GridION; Illumina NextSeq	Flye v. 2.9.2			5934673	3	5341556	1	3	5341556	1	285.0	56.5	3	98.55	2.43	OK	species_match	GCF_053691685
GCF_903993005.2	GCA_903993005.2	Complete Genome	current	Illumina, ONT	unicycler			5654862	9	5334591	1	9	5334591	1	194.0	57.0	9	97.61	0.74	OK	derived_species_match	GCF_903993005
GCF_904864445.1	GCA_904864445.1	Complete Genome	current	MinION	Unicycler			5904790	7	5333974	1	7	5333974	1	63.0	56.5	7	98.74	0.8			GCF_904864445
GCF_903993105.2	GCA_903993105.2	Complete Genome	current	Illumina, ONT	unicycler			5654174	8	5333677	1	8	5333677	1	375.0	57.0	8	97.87	0.87	OK	derived_species_match	GCF_903993105
GCF_903993185.2	GCA_903993185.2	Complete Genome	current	Illumina, ONT	unicycler			5645609	7	5333399	1	7	5333399	1	401.0	57.0	7	97.87	0.87	OK	derived_species_match	GCF_903993185
GCF_903993155.2	GCA_903993155.2	Complete Genome	current	Illumina, ONT	unicycler			5644443	8	5331532	1	8	5331532	1	312.0	57.0	8	97.87	0.87	OK	derived_species_match	GCF_903993155
GCF_904863205.1	GCA_904863205.1	Complete Genome	current	MinION	Unicycler			5562809	2	5325686	1	2	5325686	1	53.0	57.0	2	98.57	1.05	OK	derived_species_match	GCF_904863205
GCF_900497475.1	GCA_900497475.1	Complete Genome	current	Illumina and PacBIO	Spades			5387277	2	5323688	1	2	5323688	1	150.0	57.5	2	98.51	0.21	OK	derived_species_match	GCF_900497475
GCF_903993015.2	GCA_903993015.2	Complete Genome	current	Illumina, ONT	unicycler			5634193	8	5323112	1	8	5323112	1	164.0	57.0	8	97.87	0.87	OK	derived_species_match	GCF_903993015
GCF_902723705.1	GCA_902723705.1	Complete Genome	current	OXFORD_NANOPORE,ILLUMINA	flye			5649937	3	5322833	1	3	5322833	1	80.0	57.0	3	98.81	0.3	OK	species_match	GCF_902723705
GCF_053347855.1	GCA_053347855.1	Complete Genome	current	Oxford Nanopore MinION	Flye v. Aug-2025			5811277	4	5321824	1	4	5321824	1	24.0	56.5	4	98.24	1.32	OK	derived_species_match	GCF_053347855
GCF_903993215.2	GCA_903993215.2	Complete Genome	current	Illumina, ONT	unicycler			5616086	8	5321412	1	8	5321412	1	139.0	57.0	8	97.87	0.87	OK	derived_species_match	GCF_903993215
GCF_053346575.1	GCA_053346575.1	Complete Genome	current	Illumina; Oxford Nanopore MinION	Unicycler v. 0.5.1			5635273	6	5321004	1	6	5321004	1	40.0	57.0	6	98.48	1.74	OK	species_match	GCF_053346575
GCF_903993085.2	GCA_903993085.2	Complete Genome	current	Illumina, ONT	unicycler			5608662	8	5320230	1	8	5320230	1	351.0	57.0	8	97.87	0.81	OK	derived_species_match	GCF_903993085
GCF_053309155.1	GCA_053309155.1	Complete Genome	current	Oxford Nanopore PromethION	Flye v. 2.9.4-b1799			5729063	4	5315558	1	4	5315558	1	80.0	57.0	4	98.32	0.86	OK	derived_species_match	GCF_053309155
GCF_903993095.2	GCA_903993095.2	Complete Genome	current	Illumina, ONT	unicycler			5570546	7	5314618	1	7	5314618	1	431.0	57.0	7	97.87	0.87	OK	derived_species_match	GCF_903993095
GCF_904863095.1	GCA_904863095.1	Complete Genome	current	MinION	Unicycler			5550173	3	5307101	1	3	5307101	1	58.0	57.5	3	98.95	0.36			GCF_904863095
GCF_903993115.2	GCA_903993115.2	Complete Genome	current	Illumina, ONT	unicycler			5594811	8	5305150	1	8	5305150	1	362.0	57.0	8	97.39	0.87	OK	derived_species_match	GCF_903993115
GCF_903993035.2	GCA_903993035.2	Complete Genome	current	Illumina, ONT	unicycler			5616220	8	5304972	1	8	5304972	1	388.0	57.0	8	97.61	0.87	OK	derived_species_match	GCF_903993035
GCF_053238205.1	GCA_053238205.1	Complete Genome	current	Illumina HiSeq; Oxford Nanopore	Unicycler v. 0.4.9			5296282	1	5296282	1	1	5296282	1	302.0	57.5	1	99.13	0.31	OK	derived_species_match	GCF_053238205
GCF_903993055.2	GCA_903993055.2	Complete Genome	current	Illumina, ONT	unicycler			5620468	9	5294552	1	9	5294552	1	159.0	57.0	9	97.35	0.87	OK	derived_species_match	GCF_903993055
GCF_903993145.2	GCA_903993145.2	Complete Genome	current	Illumina, ONT	unicycler			5619702	9	5293786	1	9	5293786	1	220.0	57.0	9	97.35	0.87	OK	derived_species_match	GCF_903993145
GCF_904864605.1	GCA_904864605.1	Complete Genome	current	MinION	Unicycler			5528965	4	5293781	1	4	5293781	1	61.0	57.5	4	98.43	0.19	OK	derived_species_match	GCF_904864605
GCF_053309215.1	GCA_053309215.1	Complete Genome	current	Oxford Nanopore PromethION	Flye v. 2.9.4-b1799			5567602	3	5289943	1	3	5289943	1	80.0	57.0	3	98.52	0.6	OK	species_match	GCF_053309215
GCF_053503095.1	GCA_053503095.1	Complete Genome	current	Illumina NovaSeq; PacBio RSII	Flye v. v2.9.2; Unicycler v. v0.4.8			5339340	3	5266398	1	3	5266398	1	292.2	57.5	3	98.98	0.36	OK	derived_species_match	GCF_053503095
GCF_053747695.1	GCA_053747695.1	Complete Genome	current	Oxford Nanopore	Flye v. Flye 2.9-b1768			5945664	9	5265567	1	9	5265567	1	75.0	57.0	9	97.15	3.86	OK	derived_species_match	GCF_053747695
GCF_904863055.1	GCA_904863055.1	Complete Genome	current	MinION	Unicycler			5583602	6	5265046	1	6	5265046	1	55.0	57.0	6	98.28	1.07	OK	derived_species_match	GCF_904863055
GCF_901421925.1	GCA_901421925.1	Complete Genome	current	PacBio	Prokka			5261751	1	5261751	1	1	5261751	1	100.0	57.5	1	96.94	0.55	OK	species_match	GCF_901421925
GCF_904863335.2	GCA_904863335.2	Complete Genome	current	Illumina; Oxford Nanopore MinION	Flye v. 2.8.1			5436081	2	5260710	1	2	5260710	1	24.0	57.0	2	98.95	0.69	OK	derived_species_match	GCF_904863335
GCF_053691435.1	GCA_053691435.1	Complete Genome	current	Oxford Nanopore GridION; Illumina NextSeq	Flye v. 2.9.2			5555953	3	5259577	1	3	5259577	1	137.0	57.0	3	99.04	0.22	OK	derived_species_match	GCF_053691435
GCF_904863435.1	GCA_904863435.1	Complete Genome	current	MinION	Unicycler			5646415	8	5252324	1	8	5252324	1	49.0	57.0	8	98.77	1.74	OK	derived_species_match	GCF_904863435
GCF_904863295.1	GCA_904863295.1	Complete Genome	current	MinION	Unicycler			5530790	6	5245448	1	6	5245448	1	120.0	57.5	6	97.08	1.63	OK	species_match	GCF_904863295
GCF_902723695.1	GCA_902723695.1	Complete Genome	current	OXFORD_NANOPORE,ILLUMINA	flye			5522420	3	5245353	1	3	5245353	1	80.0	57.0	3	98.7	0.29	OK	species_match	GCF_902723695
GCF_904864505.1	GCA_904864505.1	Complete Genome	current	MinION	Unicycler			5428648	2	5243953	1	2	5243953	1	59.0	57.5	2	98.5	0.23	OK	species_match	GCF_904864505
GCF_904859915.1	GCA_904859915.1	Complete Genome	current	MinION	Unicycler			5589841	3	5243469	1	3	5243469	1	53.0	57.0	3	98.81	0.74	OK	derived_species_match	GCF_904859915
GCF_904863075.1	GCA_904863075.1	Complete Genome	current	MinION	Unicycler			5526375	5	5237440	1	5	5237440	1	56.0	57.0	5	99.08	1.58	OK	derived_species_match	GCF_904863075
GCF_900497055.1	GCA_900497055.1	Complete Genome	current	Illumina and PacBIO	Spades			5581905	4	5231183	1	4	5231183	1	150.0	57.5	4	99.01	1.9	OK	derived_species_match	GCF_900497055
GCF_904863115.1	GCA_904863115.1	Complete Genome	current	MinION	Unicycler			5458176	5	5230561	1	5	5230561	1	59.0	57.5	5	98.46	1.63			GCF_904863115
GCF_904863215.1	GCA_904863215.1	Complete Genome	current	MinION	Unicycler			5590549	5	5230141	1	5	5230141	1	188.0	57.0	5	98.51	1.66			GCF_904863215
GCF_904863195.1	GCA_904863195.1	Complete Genome	current	MinION	Unicycler			5830162	9	5230102	1	9	5230102	1	67.0	57.0	9	98.55	1.87	OK	species_match	GCF_904863195
GCF_904864515.1	GCA_904864515.1	Complete Genome	current	MinION	Unicycler			5478917	4	5228933	1	4	5228933	1	57.0	57.5	4	98.55	1.63	OK	species_match	GCF_904864515
GCF_904864595.1	GCA_904864595.1	Complete Genome	current	MinION	Unicycler			5477591	4	5227693	1	4	5227693	1	89.0	57.5	4	98.55	1.63	OK	species_match	GCF_904864595
GCF_904863225.1	GCA_904863225.1	Complete Genome	current	MinION	Unicycler			5480233	5	5226186	1	5	5226186	1	87.0	57.5	5	98.55	1.63	OK	species_match	GCF_904863225
GCF_053322435.1	GCA_053322435.1	Complete Genome	current	PacBio RSII; Illumina NovaSeq	Canu v. 1.3			5332316	2	5226116	1	2	5226116	1	220.0	57.5	2	98.74	0.74	OK	derived_species_match	GCF_053322435
GCF_904863365.1	GCA_904863365.1	Complete Genome	current	MinION	Unicycler			5633847	9	5225165	1	9	5225165	1	66.0	57.0	9	98.6	1.43	OK	derived_species_match	GCF_904863365
GCF_904863275.1	GCA_904863275.1	Complete Genome	current	MinION	Unicycler			5495587	5	5220917	1	5	5220917	1	52.0	57.0	5	99.04	1.79			GCF_904863275
GCF_904863125.1	GCA_904863125.1	Complete Genome	current	MinION	Unicycler			5434792	8	5219342	1	8	5219342	1	61.0	57.5	8	98.99	0.51			GCF_904863125
GCF_900497045.1	GCA_900497045.1	Complete Genome	current	Illumina and PacBIO	Spades			5553749	4	5216735	1	4	5216735	1	150.0	57.5	4	98.71	1.12	OK	derived_species_match	GCF_900497045
GCF_904863405.1	GCA_904863405.1	Complete Genome	current	MinION	Unicycler			5485243	3	5202431	1	3	5202431	1	60.0	57.0	3	98.98	1.48			GCF_904863405
GCF_053412155.1	GCA_053412155.1	Complete Genome	current	PacBio Sequel; Illumina NovaSeq	SPAdes v. 3.13.0; SMRT Link v. 5.0.1			5466058	3	5199638	1	3	5199638	1	100.0	57.0	3	98.76	0.37	OK	species_match	GCF_053412155
GCF_053412115.1	GCA_053412115.1	Complete Genome	current	PacBio Sequel; Illumina NovaSeq	SMRT Link v. 5.0.1; SPAdes v. 3.13.0			5717577	5	5159524	1	5	5159524	1	100.0	57.0	5	98.55	1.23	OK	derived_species_match	GCF_053412115
GCF_904863265.1	GCA_904863265.1	Complete Genome	current	MinION	Unicycler			5325147	2	5156999	1	2	5156999	1	65.0	57.5	2	99.0	0.19			GCF_904863265
GCF_904863425.1	GCA_904863425.1	Complete Genome	current	MinION	Unicycler			5427620	3	5151522	1	3	5151522	1	71.0	57.5	3	98.3	1.52	OK	derived_species_match	GCF_904863425
GCF_900323945.1	GCA_900323945.1	Complete Genome	current	Illumina and PacBio	SPADES			5138672	1	5138672	1	1	5138672	1	200.0	57.5	1	99.07	0.83	OK	derived_species_match	GCF_900323945
GCF_904863245.1	GCA_904863245.1	Complete Genome	current	MinION	Unicycler			5442153	4	5119122	1	4	5119122	1	59.0	57.5	4	98.6	1.15			GCF_904863245
GCF_904864565.1	GCA_904864565.1	Complete Genome	current	MinION	Unicycler			5111537	1	5111537	1	1	5111537	1	67.0	57.5	1	98.39	0.71			GCF_904864565
GCF_053691455.1	GCA_053691455.1	Complete Genome	current	Oxford Nanopore GridION; Illumina NextSeq	Flye v. 2.9.2			6020997	3	5456157	1	3	5456157	1	84.0	57.0	3	99.18	0.87	OK	species_match	GCF_053691455
GCF_053747475.1	GCA_053747475.1	Complete Genome	current	Oxford Nanopore	Flye v. Flye 2.9-b1768			5859038	5	5413403	1	5	5413403	1	96.0	57.5	5	97.84	0.42	OK	derived_species_match	GCF_053747475
GCF_053521345.1	GCA_053521345.1	Complete Genome	current	Oxford Nanopore GridION; Illumina NextSeq	dragonflye-flye v. 1.1.1			5875631	5	5310554	1	5	5310554	1	83.0	57.0	5	99.12	2.32	OK	derived_species_match	GCF_053521345
GCF_053346535.1	GCA_053346535.1	Complete Genome	current	Illumina; Oxford Nanopore MinION	Unicycler v. 0.5.1			5984914	4	5808267	1	4	5808267	1	53.0	57.0	4	99.37	0.95	OK	derived_species_match	GCF_053346535
GCF_900622585.1	GCA_900622585.1	Complete Genome	current	RS-II	Unicycler			5669009	2	5503304	1	2	5503304	1	50.0	57.0	2	99.66	0.38	OK	species_match	GCF_900622585
GCF_900622625.1	GCA_900622625.1	Complete Genome	current	RS-II	Unicycler			5425242	1	5425242	1	1	5425242	1	50.0	57.5	1	99.18	0.31	OK	species_match	GCF_900622625
GCF_900622615.1	GCA_900622615.1	Complete Genome	current	RS-II	Unicycler			5368944	1	5368944	1	1	5368944	1	50.0	57.5	1	99.66	0.34	OK	species_match	GCF_900622615
GCF_053747305.1	GCA_053747305.1	Complete Genome	current	Oxford Nanopore	Flye v. Flye 2.9-b1768			6416156	9	5705355	1	9	5705355	1	44.0	56.5	9	98.45	1.27	OK	species_match	GCF_053747305
GCF_900069965.1	GCA_900069965.1	Chromosome	current	PacBio	HGAP, Prokka			5870288	5	5476690	1	15	3455463	1	52.0	57.0	5	98.87	0.28	OK	derived_species_match	GCF_900069965
GCF_053215925.1	GCA_053215925.1	Chromosome	current	Illumina	SOAPdenovo v. 2.04			5763230	1	5763230	1	2	3430555	1	278.0	57.0	1	97.68	0.21	OK	derived_species_match	GCF_053215925
GCF_902166745.1	GCA_902166745.1	Chromosome	current	SLX	own			5568802	1	5568802	1	30	438607	4	48.0	57.5	1	99.08	0.55	OK	derived_species_match	GCF_902166745
GCF_902166705.1	GCA_902166705.1	Chromosome	current	SLX	own			5830367	1	5830367	1	46	322836	7	30.0	57.5	1	98.82	0.24	OK	derived_species_match	GCF_902166705
GCF_902166635.1	GCA_902166635.1	Chromosome	current	SLX	own			5782096	1	5782096	1	51	259698	7	9457.0	57.5	1	98.77	0.24	OK	derived_species_match	GCF_902166635
GCF_902166475.1	GCA_902166475.1	Chromosome	current	SLX	own			5379736	1	5379736	1	68	196385	8	30.0	58.0	1	98.29	0.51	OK	derived_species_match	GCF_902166475
GCF_902166495.1	GCA_902166495.1	Chromosome	current	SLX	own			5311295	1	5311295	1	81	173755	10	38.0	58.0	1	97.77	0.64	OK	derived_species_match	GCF_902166495
GCF_902164625.1	GCA_902164625.1	Chromosome	current	SLX	own			5287159	1	5287159	1	16	788967	3	35.0	58.0	1	99.08	0.38	OK	derived_species_match	GCF_902164625
GCF_900187335.1	GCA_900187335.1	Chromosome	current	Illumina	BugBuilder(SPaDES/Masurca assemblers, Mauve scaffolder, gfinisher gap closure)			5186362	1	5186362	1	27	454771	3	25.0	58.0	1	98.36	0.66	OK	derived_species_match	GCF_900187335
GCF_902166565.1	GCA_902166565.1	Chromosome	current	SLX	own			5861889	1	5861889	1	18	585340	3	80.0	57.5	1	99.37	0.31	OK	derived_species_match	GCF_902166565
GCF_902166725.1	GCA_902166725.1	Chromosome	current	SLX	own			5989149	1	5989149	1	84	139011	14	56.0	58.0	1	98.99	0.38	OK	species_match	GCF_902166725
GCF_903993225.2	GCA_903993225.2	Chromosome	current	Illumina, ONT	unicycler			5666819	7	5363534	1	7	5363534	1	192.0	57.0	6	97.74	0.81	OK	derived_species_match	GCF_903993225
GCF_903993175.2	GCA_903993175.2	Chromosome	current	Illumina, ONT	unicycler			5575989	13	5277742	1	13	5277742	1	313.0	57.0	7	96.83	0.87	OK	derived_species_match	GCF_903993175
GCF_963854595.1	GCA_963854595.1	Complete Genome	current	OXFORD_NANOPORE	Bakta v1.7.0			5820489	6	5589618	1	6	5589618	1	218.0	57.0	6	97.13	1.76	OK	derived_species_match	GCF_963854595
GCF_904865755.1	GCA_904865755.1	Complete Genome	current	MinION	Unicycler			5722904	3	5516928	1	3	5516928	1	55.0	57.0	3	99.04	0.65			GCF_904865755
GCF_904866445.1	GCA_904866445.1	Complete Genome	current	MinION	Unicycler			6113759	8	5513883	1	8	5513883	1	100.0	56.5	8	98.31	1.99	OK	species_match	GCF_904866445
GCF_904866325.1	GCA_904866325.1	Complete Genome	current	MinION	Unicycler			6111102	8	5511045	1	8	5511045	1	51.0	56.5	8	98.35	1.78			GCF_904866325
GCF_904865815.1	GCA_904865815.1	Complete Genome	current	MinION	Unicycler			6109952	8	5509891	1	8	5509891	1	139.0	56.5	8	98.35	1.78			GCF_904865815
GCF_904865715.1	GCA_904865715.1	Complete Genome	current	MinION	Unicycler			6109943	8	5509882	1	8	5509882	1	140.0	56.5	8	98.38	1.99	OK	species_match	GCF_904865715
GCF_911728565.1	GCA_911728565.1	Complete Genome	current	Illumina iSeq100 and Nanopore Minion	Unicycler Assembler			5497511	1	5497511	1	1	5497511	1	50.0	57.0	1	98.25	1.11	OK	derived_species_match	GCF_911728565
GCF_947164515.1	GCA_947164515.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore	Unicycler v. 0.5.0			5638968	7	5482451	1	7	5482451	1	30.0	57.0	7	97.93	0.83	OK	derived_species_match	GCF_947164515
GCF_964199005.1	GCA_964199005.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5629644	5	5479860	1	5	5479860	1	143.0	57.0	5	98.14	0.66	OK	derived_species_match	GCF_964199005
GCF_920103885.1	GCA_920103885.1	Complete Genome	current	NextSeq 500,MinION	Unicycler			5808477	9	5472771	1	9	5472771	1	350.0	57.0	9	97.59	1.24	OK	derived_species_match	GCF_920103885
GCF_964198955.1	GCA_964198955.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5573982	4	5472185	1	4	5472185	1	144.0	57.0	4	98.11	0.66	OK	derived_species_match	GCF_964198955
GCF_963694945.1	GCA_963694945.1	Complete Genome	current	OXFORD_NANOPORE	Bakta v1.7.0			5919731	8	5469032	1	8	5469032	1	142.0	56.5	8	97.57	1.08	OK	derived_species_match	GCF_963694945
GCF_947163785.1	GCA_947163785.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore	Unicycler v. 0.5.0			5617293	5	5462471	1	5	5462471	1	95.0	57.0	5	98.45	0.83	OK	derived_species_match	GCF_947163785
GCF_963693505.1	GCA_963693505.1	Complete Genome	current	OXFORD_NANOPORE	Bakta v1.7.0			5684808	6	5426122	1	6	5426122	1	113.0	57.0	6	97.75	1.01	OK	derived_species_match	GCF_963693505
GCF_964198675.1	GCA_964198675.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5707687	6	5422274	1	6	5422274	1	94.0	57.0	6	97.87	0.71	OK	derived_species_match	GCF_964198675
GCF_963854865.1	GCA_963854865.1	Complete Genome	current	OXFORD_NANOPORE	Bakta v1.7.0			5594160	5	5420534	1	5	5420534	1	76.0	57.0	5	96.28	1.01	OK	derived_species_match	GCF_963854865
GCF_964198855.1	GCA_964198855.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5684674	7	5418871	1	7	5418871	1	125.0	57.0	7	98.09	0.8	OK	derived_species_match	GCF_964198855
GCF_963854765.1	GCA_963854765.1	Complete Genome	current	OXFORD_NANOPORE	Bakta v1.7.0			5905489	7	5413587	1	7	5413587	1	146.0	56.5	7	97.14	1.08	OK	derived_species_match	GCF_963854765
GCF_946966015.1	GCA_946966015.1	Complete Genome	current	Hybrid (ONT/Illumina)	Unicycler			5762707	3	5409069	1	3	5409069	1	50.0	57.0	3	98.81	1.7	OK	species_match	GCF_946966015
GCF_904864645.1	GCA_904864645.1	Complete Genome	current	MinION	Unicycler			5640934	2	5407002	1	2	5407002	1	59.0	57.0	2	98.74	0.22			GCF_904864645
GCF_924899195.1	GCA_924899195.1	Complete Genome	current	Pacbio SEQUEL	canu 2.1			5784236	4	5384132	1	4	5384132	1	15.0	57.0	4	98.71	1.37	OK	derived_species_match	GCF_924899195
GCF_904865685.1	GCA_904865685.1	Complete Genome	current	MinION	Unicycler			5481173	2	5369040	1	2	5369040	1	64.0	57.5	2	98.82	0.8	OK	derived_species_match	GCF_904865685
GCF_904866235.1	GCA_904866235.1	Complete Genome	current	MinION	Unicycler			5445934	3	5367150	1	3	5367150	1	55.0	57.5	3	98.79	0.55	OK	derived_species_match	GCF_904866235
GCF_964199015.1	GCA_964199015.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			6145937	11	5366694	1	11	5366694	1	155.0	56.5	11	97.59	1.07	OK	derived_species_match	GCF_964199015
GCF_904865695.1	GCA_904865695.1	Complete Genome	current	MinION	Unicycler			5871737	5	5364521	1	5	5364521	1	47.0	56.5	5	98.43	1.24			GCF_904865695
GCF_904866405.1	GCA_904866405.1	Complete Genome	current	MinION	Unicycler			5685961	7	5356154	1	7	5356154	1	59.0	57.0	7	98.27	1.35	OK	derived_species_match	GCF_904866405
GCF_964198865.1	GCA_964198865.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5940632	7	5355316	1	7	5355316	1	97.0	56.5	7	97.77	0.61	OK	derived_species_match	GCF_964198865
GCF_910589455.1	GCA_910589455.1	Complete Genome	current	Pacbio SEQUEL	canu 2.1			5846198	5	5351626	1	5	5351626	1	15.0	57.0	5	98.03	1.42	OK	derived_species_match	GCF_910589455
GCF_904864625.1	GCA_904864625.1	Complete Genome	current	MinION	Unicycler			5545620	5	5351009	1	5	5351009	1	49.0	57.0	5	99.03	0.66	OK	derived_species_match	GCF_904864625
GCF_964198885.1	GCA_964198885.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			6183799	11	5347692	1	11	5347692	1	131.0	56.0	11	97.77	1.07	OK	derived_species_match	GCF_964198885
GCF_904866335.1	GCA_904866335.1	Complete Genome	current	MinION	Unicycler			5611026	3	5344685	1	3	5344685	1	61.0	57.0	3	98.47	1.34	OK	derived_species_match	GCF_904866335
GCF_964199045.1	GCA_964199045.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			6183206	8	5342032	1	8	5342032	1	145.0	56.0	8	97.77	1.07	OK	derived_species_match	GCF_964199045
GCF_964199035.1	GCA_964199035.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			6113624	10	5338381	1	10	5338381	1	148.0	56.5	10	97.77	1.07	OK	derived_species_match	GCF_964199035
GCF_964198965.1	GCA_964198965.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			6173749	11	5337626	1	11	5337626	1	159.0	56.0	11	97.77	1.07	OK	derived_species_match	GCF_964198965
GCF_964198825.1	GCA_964198825.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5679255	4	5337232	1	4	5337232	1	66.0	57.0	4	98.33	1.18	OK	species_match	GCF_964198825
GCF_964198805.1	GCA_964198805.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			6009914	6	5337221	1	6	5337221	1	111.0	56.5	6	98.33	1.25	OK	species_match	GCF_964198805
GCF_964107295.1	GCA_964107295.1	Complete Genome	current	PacBio	HGAP			5802972	6	5334716	1	6	5334716	1	30.0	57.0	6	99.07	0.19	OK	derived_species_match	GCF_964107295
GCF_964199055.1	GCA_964199055.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5885752	8	5330845	1	8	5330845	1	145.0	56.5	8	98.51	1.54	OK	derived_species_match	GCF_964199055
GCF_964198745.1	GCA_964198745.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5765738	5	5330433	1	5	5330433	1	108.0	57.0	5	98.33	1.18	OK	species_match	GCF_964198745
GCF_964198875.1	GCA_964198875.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5671107	4	5330150	1	4	5330150	1	256.0	57.0	4	98.33	1.18	OK	species_match	GCF_964198875
GCF_964198655.1	GCA_964198655.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5764793	5	5329398	1	5	5329398	1	221.0	57.0	5	98.33	1.18	OK	species_match	GCF_964198655
GCF_964198905.1	GCA_964198905.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5749165	5	5329372	1	5	5329372	1	222.0	57.0	5	98.33	1.18	OK	species_match	GCF_964198905
GCF_964198895.1	GCA_964198895.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5669925	4	5328968	1	4	5328968	1	228.0	57.0	4	98.33	1.18	OK	species_match	GCF_964198895
GCF_964198915.1	GCA_964198915.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5764363	5	5328968	1	5	5328968	1	82.0	57.0	5	98.33	1.18	OK	species_match	GCF_964198915
GCF_904866215.1	GCA_904866215.1	Complete Genome	current	MinION	Unicycler			5673124	3	5328386	1	3	5328386	1	65.0	57.0	3	99.06	2.34	OK	species_match	GCF_904866215
GCF_964198925.1	GCA_964198925.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5746675	5	5328341	1	5	5328341	1	84.0	57.0	5	98.33	1.18	OK	species_match	GCF_964198925
GCF_964198635.1	GCA_964198635.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5764481	5	5328309	1	5	5328309	1	90.0	57.0	5	98.33	1.18	OK	species_match	GCF_964198635
