ncbi_accession	paired_gcf_accession	ncbi_assembly_level	ncbi_assembly_status	ncbi_sequencing_tech	ncbi_assembly_method	ncbi_refseq_category	ncbi_genome_notes	ncbi_genome_size	ncbi_n_scaffolds	ncbi_scaffold_n50	ncbi_scaffold_l50	ncbi_n_contigs	ncbi_contig_n50	ncbi_contig_l50	ncbi_genome_coverage	ncbi_gc_percent	ncbi_n_chromosomes	ncbi_completeness	ncbi_contamination	ncbi_taxonomy_check	ncbi_ani_match_status	lookup_accession
GCA_900608315.1	GCF_900608315.1	Contig	current	Hybrid: Illumina + ONT	Canu(v1.5) Polished x3 w/ Pilon			5811072	9	5367925	1	9	5367925	1	184	57.0		98.12	2.21	OK	species_match	GCA_900608315
GCA_900608485.1	GCF_900608485.1	Contig	current	Hybrid: Illumina + ONT	Canu(v1.5) Polished x3 w/ Pilon			5764973	3	5364615	1	3	5364615	1	41	57.0		98.57	1.99	OK	derived_species_match	GCA_900608485
GCA_900608145.1	GCF_900608145.1	Contig	current	Hybrid: Illumina + ONT	Canu(v1.5) Polished x3 w/ Pilon			5591149	7	5355937	1	7	5355937	1	62	57.0		97.75	0.64	OK	species_match	GCA_900608145
GCA_900607425.1	GCF_900607425.1	Contig	current	Hybrid: Illumina + ONT	Canu(v1.5) Polished x3 w/ Pilon			5597164	8	5352996	1	8	5352996	1	68	57.0		97.77	0.67	OK	species_match	GCA_900607425
GCA_900608325.1	GCF_900608325.1	Contig	current	Hybrid: Illumina + ONT	Canu(v1.5) Polished x3 w/ Pilon			5622781	3	5350983	1	3	5350983	1	174	57.5		97.89	0.3	OK	derived_species_match	GCA_900608325
GCA_900607985.1	GCF_900607985.1	Contig	current	Hybrid: Illumina + ONT	Canu(v1.5) Polished x3 w/ Pilon			5830177	7	5340663	1	7	5340663	1	34	57.0		98.45	1.85	OK	species_match	GCA_900607985
GCA_900608205.1	GCF_900608205.1	Contig	current	Hybrid: Illumina + ONT	Canu(v1.5) Polished x3 w/ Pilon			6248841	4	5340628	1	4	5340628	1	20	56.5		99.07	1.91	OK	derived_species_match	GCA_900608205
GCA_900608135.1	GCF_900608135.1	Contig	current	Hybrid: Illumina + ONT	Canu(v1.5) Polished x3 w/ Pilon			5584734	3	5338796	1	3	5338796	1	65	57.0		98.58	1.09	OK	derived_species_match	GCA_900608135
GCA_900608075.1	GCF_900608075.1	Contig	current	Hybrid: Illumina + ONT	Canu(v1.5) Polished x3 w/ Pilon			5473980	4	5322084	1	4	5322084	1	22	57.5		98.09	1.18	OK	derived_species_match	GCA_900608075
GCA_900608185.1	GCF_900608185.1	Contig	current	Hybrid: Illumina + ONT	Canu(v1.5) Polished x3 w/ Pilon			5904016	8	5310871	1	8	5310871	1	63	57.0		98.65	1.68	OK	derived_species_match	GCA_900608185
GCA_900607555.1	GCF_900607555.1	Contig	current	Hybrid: Illumina + ONT	Canu(v1.5) Polished x3 w/ Pilon			5385247	5	5309653	1	5	5309653	1	99	57.5		98.55	0.24	OK	derived_species_match	GCA_900607555
GCA_900608475.1	GCF_900608475.1	Contig	current	Hybrid: Illumina + ONT	Canu(v1.5) Polished x3 w/ Pilon			5628530	8	5270850	1	8	5270850	1	13	57.5		98.72	0.26	OK	derived_species_match	GCA_900608475
GCA_900607495.1	GCF_900607495.1	Contig	current	Hybrid: Illumina + ONT	Canu(v1.5) Polished x3 w/ Pilon			5584554	5	5231484	1	5	5231484	1	29	57.0		97.95	1.37	OK	derived_species_match	GCA_900607495
GCA_903684355.1	GCF_903684355.1	Contig	current	Illumina MiSeq	SPAdes v3.14.0			5919246	285	139437	14	285	139437	14	44	56.5		98.47	2.49	OK	derived_species_match	GCA_903684355
GCA_900607715.1	GCF_900607715.1	Contig	current	Hybrid: Illumina + ONT	Canu(v1.5) Polished x3 w/ Pilon			5911843	27	5479566	1	27	5479566	1	125	57.5		98.83	0.47	OK	species_match	GCA_900607715
GCA_900608345.1	GCF_900608345.1	Contig	current	Hybrid: Illumina + ONT	Canu(v1.5) Polished x3 w/ Pilon			5765035	11	5404314	1	11	5404314	1	32	57.5		98.55	1.04	OK	species_match	GCA_900608345
GCA_900184005.1	GCF_900184005.1	Contig	current	SLX, MinION	Canu, SPAdes, gap5,  Prokka			6316023	7	5614322	1	7	5614322	1	132	55.0		99.45	1.37	OK	species_match	GCA_900184005
GCA_900607385.1	GCF_900607385.1	Contig	current	Hybrid: Illumina + ONT	Canu(v1.5) Polished x3 w/ Pilon		annotation fails completeness check; many frameshifted proteins	5809713	5	5410345	1	5	5410345	1	65	57.0		95.89	0.2	OK	derived_species_match	GCA_900607385
GCA_900608155.1	GCF_900608155.1	Contig	current	Hybrid: Illumina + ONT	Canu(v1.5) Polished x3 w/ Pilon		many frameshifted proteins	5598644	9	5353072	1	9	5353072	1	83	57.0		96.19	0.69	OK	species_match	GCA_900608155
GCA_900607545.1	GCF_900607545.1	Contig	current	Hybrid: Illumina + ONT	Canu(v1.5) Polished x3 w/ Pilon		annotation fails completeness check	6089800	5	5622486	1	5	5622486	1	98	57.0		97.55	2.1	OK	species_match	GCA_900607545
GCA_904865755.1	GCF_904865755.1	Complete Genome	previous	MinION	Unicycler			5722904	3	5516928	1	3	5516928	1	55	57.0	3.0	99.04	0.65			GCA_904865755
GCA_904866445.1	GCF_904866445.1	Complete Genome	current	MinION	Unicycler			6113759	8	5513883	1	8	5513883	1	100	56.5	8.0	98.31	1.99	OK	species_match	GCA_904866445
GCA_904863135.1	GCF_904863135.1	Complete Genome	current	MinION	Unicycler			6111269	8	5511203	1	8	5511203	1	43	56.5	8.0	98.38	1.99	OK	species_match	GCA_904863135
GCA_904866325.1	GCF_904866325.1	Complete Genome	previous	MinION	Unicycler			6111102	8	5511045	1	8	5511045	1	51	56.5	8.0	98.35	1.78			GCA_904866325
GCA_904865815.1	GCF_904865815.1	Complete Genome	previous	MinION	Unicycler			6109952	8	5509891	1	8	5509891	1	139	56.5	8.0	98.35	1.78			GCA_904865815
GCA_904864465.1	GCF_904864465.1	Complete Genome	previous	MinION	Unicycler			6109940	8	5509884	1	8	5509884	1	177	56.5	8.0	98.35	1.78			GCA_904864465
GCA_904865715.1	GCF_904865715.1	Complete Genome	current	MinION	Unicycler			6109943	8	5509882	1	8	5509882	1	140	56.5	8.0	98.38	1.99	OK	species_match	GCA_904865715
GCA_920103885.1	GCF_920103885.1	Complete Genome	current	NextSeq 500,MinION	Unicycler			5808477	9	5472771	1	9	5472771	1	350	57.0	9.0	97.59	1.24	OK	derived_species_match	GCA_920103885
GCA_904863355.1	GCF_904863355.1	Complete Genome	current	MinION	Unicycler			5467726	3	5460439	1	3	5460439	1	57	57.5	3.0	98.55	1.56	OK	derived_species_match	GCA_904863355
GCA_904863285.1	GCF_904863285.1	Complete Genome	current	MinION	Unicycler			5635965	4	5434095	1	4	5434095	1	65	57.0	4.0	99.08	0.63	OK	species_match	GCA_904863285
GCA_904864645.1	GCF_904864645.1	Complete Genome	previous	MinION	Unicycler			5640934	2	5407002	1	2	5407002	1	59	57.0	2.0	98.74	0.22			GCA_904864645
GCA_903993205.2	GCF_903993205.2	Complete Genome	current	Illumina, ONT	unicycler			5672660	8	5400154	1	8	5400154	1	219	57.0	8.0	97.94	1.47	OK	derived_species_match	GCA_903993205
GCA_903993165.2	GCF_903993165.2	Complete Genome	current	Illumina, ONT	unicycler			5642474	6	5387387	1	6	5387387	1	183	57.0	6.0	97.22	1.52	OK	derived_species_match	GCA_903993165
GCA_904864475.1	GCF_904864475.1	Complete Genome	current	MinION	Unicycler			5594072	3	5376827	1	3	5376827	1	55	57.0	3.0	99.05	1.48	OK	species_match	GCA_904864475
GCA_904865685.1	GCF_904865685.1	Complete Genome	current	MinION	Unicycler			5481173	2	5369040	1	2	5369040	1	64	57.5	2.0	98.82	0.8	OK	derived_species_match	GCA_904865685
GCA_904866235.1	GCF_904866235.1	Complete Genome	current	MinION	Unicycler			5445934	3	5367150	1	3	5367150	1	55	57.5	3.0	98.79	0.55	OK	derived_species_match	GCA_904866235
GCA_904865695.1	GCF_904865695.1	Complete Genome	previous	MinION	Unicycler			5871737	5	5364521	1	5	5364521	1	47	56.5	5.0	98.43	1.24			GCA_904865695
GCA_904863145.1	GCF_904863145.1	Complete Genome	current	MinION	Unicycler			5610430	4	5362699	1	4	5362699	1	60	57.0	4.0	98.81	1.19	OK	species_match	GCA_904863145
GCA_904863325.1	GCF_904863325.1	Complete Genome	current	MinION	Unicycler			5671180	5	5359358	1	5	5359358	1	70	57.0	5.0	98.27	1.35	OK	derived_species_match	GCA_904863325
GCA_904864535.1	GCF_904864535.1	Complete Genome	current	MinION	Unicycler			5688260	7	5358293	1	7	5358293	1	61	57.0	7.0	98.27	1.35	OK	derived_species_match	GCA_904864535
GCA_904864525.1	GCF_904864525.1	Complete Genome	current	MinION	Unicycler			5509460	2	5357061	1	2	5357061	1	74	57.5	2.0	98.98	0.2	OK	derived_species_match	GCA_904864525
GCA_904864545.1	GCF_904864545.1	Complete Genome	previous	MinION	Unicycler			5661247	4	5356508	1	4	5356508	1	52	57.0	4.0	99.04	0.44			GCA_904864545
GCA_904866405.1	GCF_904866405.1	Complete Genome	current	MinION	Unicycler			5685961	7	5356154	1	7	5356154	1	59	57.0	7.0	98.27	1.35	OK	derived_species_match	GCA_904866405
GCA_904863395.1	GCF_904863395.1	Complete Genome	current	MinION	Unicycler			5683515	7	5355089	1	7	5355089	1	70	57.0	7.0	98.27	1.35	OK	derived_species_match	GCA_904863395
GCA_904864625.1	GCF_904864625.1	Complete Genome	current	MinION	Unicycler			5545620	5	5351009	1	5	5351009	1	49	57.0	5.0	99.03	0.66	OK	derived_species_match	GCA_904864625
GCA_904866335.1	GCF_904866335.1	Complete Genome	current	MinION	Unicycler			5611026	3	5344685	1	3	5344685	1	61	57.0	3.0	98.47	1.34	OK	derived_species_match	GCA_904866335
GCA_904864445.1	GCF_904864445.1	Complete Genome	previous	MinION	Unicycler			5904790	7	5333974	1	7	5333974	1	63	56.5	7.0	98.74	0.8			GCA_904864445
GCA_903993105.2	GCF_903993105.2	Complete Genome	current	Illumina, ONT	unicycler			5654174	8	5333677	1	8	5333677	1	375	57.0	8.0	97.87	0.87	OK	derived_species_match	GCA_903993105
GCA_903993185.2	GCF_903993185.2	Complete Genome	current	Illumina, ONT	unicycler			5645609	7	5333399	1	7	5333399	1	401	57.0	7.0	97.87	0.87	OK	derived_species_match	GCA_903993185
GCA_903993155.2	GCF_903993155.2	Complete Genome	current	Illumina, ONT	unicycler			5644443	8	5331532	1	8	5331532	1	312	57.0	8.0	97.87	0.87	OK	derived_species_match	GCA_903993155
GCA_904866215.1	GCF_904866215.1	Complete Genome	current	MinION	Unicycler			5673124	3	5328386	1	3	5328386	1	65	57.0	3.0	99.06	2.34	OK	species_match	GCA_904866215
GCA_904863205.1	GCF_904863205.1	Complete Genome	current	MinION	Unicycler			5562809	2	5325686	1	2	5325686	1	53	57.0	2.0	98.57	1.05	OK	derived_species_match	GCA_904863205
GCA_903993215.2	GCF_903993215.2	Complete Genome	current	Illumina, ONT	unicycler			5616086	8	5321412	1	8	5321412	1	139	57.0	8.0	97.87	0.87	OK	derived_species_match	GCA_903993215
GCA_904866425.1	GCF_904866425.1	Complete Genome	current	MinION	Unicycler			5565136	4	5318175	1	4	5318175	1	62	57.0	4.0	99.07	0.59	OK	derived_species_match	GCA_904866425
GCA_903993095.2	GCF_903993095.2	Complete Genome	current	Illumina, ONT	unicycler			5570546	7	5314618	1	7	5314618	1	431	57.0	7.0	97.87	0.87	OK	derived_species_match	GCA_903993095
GCA_904863095.1	GCF_904863095.1	Complete Genome	previous	MinION	Unicycler			5550173	3	5307101	1	3	5307101	1	58	57.5	3.0	98.95	0.36			GCA_904863095
GCA_903993115.2	GCF_903993115.2	Complete Genome	current	Illumina, ONT	unicycler			5594811	8	5305150	1	8	5305150	1	362	57.0	8.0	97.39	0.87	OK	derived_species_match	GCA_903993115
GCA_904865675.1	GCF_904865675.1	Complete Genome	previous	MinION	Unicycler			5570307	2	5300439	1	2	5300439	1	59	57.0	2.0	99.04	0.52			GCA_904865675
GCA_904865785.1	GCF_904865785.1	Complete Genome	current	MinION	Unicycler			5740875	7	5297128	1	7	5297128	1	61	57.0	7.0	98.94	1.35	OK	derived_species_match	GCA_904865785
GCA_904866535.1	GCF_904866535.1	Complete Genome	current	MinION	Unicycler			5512441	3	5293884	1	3	5293884	1	128	57.0	3.0	99.01	0.69	OK	derived_species_match	GCA_904866535
GCA_903993145.2	GCF_903993145.2	Complete Genome	current	Illumina, ONT	unicycler			5619702	9	5293786	1	9	5293786	1	220	57.0	9.0	97.35	0.87	OK	derived_species_match	GCA_903993145
GCA_904864605.1	GCF_904864605.1	Complete Genome	current	MinION	Unicycler			5528965	4	5293781	1	4	5293781	1	61	57.5	4.0	98.43	0.19	OK	derived_species_match	GCA_904864605
GCA_904866415.1	GCF_904866415.1	Complete Genome	previous	MinION	Unicycler			5465642	5	5284550	1	5	5284550	1	51	57.0	5.0	98.95	0.4			GCA_904866415
GCA_904866475.1	GCF_904866475.1	Complete Genome	current	MinION	Unicycler			5602540	4	5276668	1	4	5276668	1	48	57.0	4.0	98.81	1.69	OK	derived_species_match	GCA_904866475
GCA_904866255.1	GCF_904866255.1	Complete Genome	previous	MinION	Unicycler			5576053	3	5271210	1	3	5271210	1	58	57.0	3.0	99.04	0.51			GCA_904866255
GCA_904866295.1	GCF_904866295.1	Complete Genome	previous	MinION	Unicycler			5505066	4	5267503	1	4	5267503	1	62	57.5	4.0	98.72	1.31			GCA_904866295
GCA_904866205.1	GCF_904866205.1	Complete Genome	current	MinION	Unicycler			5404716	4	5267448	1	4	5267448	1	54	57.5	4.0	99.01	0.62	OK	species_match	GCA_904866205
GCA_904863055.1	GCF_904863055.1	Complete Genome	current	MinION	Unicycler			5583602	6	5265046	1	6	5265046	1	55	57.0	6.0	98.28	1.07	OK	derived_species_match	GCA_904863055
GCA_904863335.2	GCF_904863335.2	Complete Genome	current	Illumina; Oxford Nanopore MinION	Flye v. 2.8.1			5436081	2	5260710	1	2	5260710	1	24	57.0	2.0	98.95	0.69	OK	derived_species_match	GCA_904863335
GCA_904863435.1	GCF_904863435.1	Complete Genome	current	MinION	Unicycler			5646415	8	5252324	1	8	5252324	1	49	57.0	8.0	98.77	1.74	OK	derived_species_match	GCA_904863435
GCA_904865805.1	GCF_904865805.1	Complete Genome	current	MinION	Unicycler			5435996	2	5249355	1	2	5249355	1	55	57.0	2.0	99.07	1.64	OK	derived_species_match	GCA_904865805
GCA_904865765.1	GCF_904865765.1	Complete Genome	current	MinION	Unicycler			5483435	5	5245542	1	5	5245542	1	139	57.5	5.0	98.55	1.63	OK	species_match	GCA_904865765
GCA_904863295.1	GCF_904863295.1	Complete Genome	current	MinION	Unicycler			5530790	6	5245448	1	6	5245448	1	120	57.5	6.0	97.08	1.63	OK	species_match	GCA_904863295
GCA_904864505.1	GCF_904864505.1	Complete Genome	current	MinION	Unicycler			5428648	2	5243953	1	2	5243953	1	59	57.5	2.0	98.5	0.23	OK	species_match	GCA_904864505
GCA_904859915.1	GCF_904859915.1	Complete Genome	current	MinION	Unicycler			5589841	3	5243469	1	3	5243469	1	53	57.0	3.0	98.81	0.74	OK	derived_species_match	GCA_904859915
GCA_904866375.1	GCF_904866375.1	Complete Genome	current	MinION	Unicycler			5477008	3	5238074	1	3	5238074	1	61	57.0	3.0	99.07	0.34	OK	derived_species_match	GCA_904866375
GCA_904863075.1	GCF_904863075.1	Complete Genome	current	MinION	Unicycler			5526375	5	5237440	1	5	5237440	1	56	57.0	5.0	99.08	1.58	OK	derived_species_match	GCA_904863075
GCA_904866555.1	GCF_904866555.1	Complete Genome	previous	MinION	Unicycler			5646982	9	5232790	1	9	5232790	1	53	57.0	9.0	97.85	2.0			GCA_904866555
GCA_904865825.1	GCF_904865825.1	Complete Genome	current	MinION	Unicycler			5251512	7	5231789	1	7	5231789	1	66	57.5	7.0	97.46	1.45	OK	species_match	GCA_904865825
GCA_904863115.1	GCF_904863115.1	Complete Genome	previous	MinION	Unicycler			5458176	5	5230561	1	5	5230561	1	59	57.5	5.0	98.46	1.63			GCA_904863115
GCA_904863215.1	GCF_904863215.1	Complete Genome	previous	MinION	Unicycler			5590549	5	5230141	1	5	5230141	1	188	57.0	5.0	98.51	1.66			GCA_904863215
GCA_904866485.1	GCF_904866485.1	Complete Genome	current	MinION	Unicycler			5555092	4	5230117	1	4	5230117	1	98	57.0	4.0	98.55	1.66	OK	species_match	GCA_904866485
GCA_904863195.1	GCF_904863195.1	Complete Genome	current	MinION	Unicycler			5830162	9	5230102	1	9	5230102	1	67	57.0	9.0	98.55	1.87	OK	species_match	GCA_904863195
GCA_904864515.1	GCF_904864515.1	Complete Genome	current	MinION	Unicycler			5478917	4	5228933	1	4	5228933	1	57	57.5	4.0	98.55	1.63	OK	species_match	GCA_904864515
GCA_904865795.1	GCF_904865795.1	Complete Genome	current	MinION	Unicycler			5536724	6	5228900	1	6	5228900	1	135	57.5	6.0	98.55	1.63	OK	species_match	GCA_904865795
GCA_904865845.1	GCF_904865845.1	Complete Genome	previous	MinION	Unicycler			5536720	6	5228896	1	6	5228896	1	119	57.5	6.0	98.51	1.63			GCA_904865845
GCA_904866195.1	GCF_904866195.1	Complete Genome	current	MinION	Unicycler			5676080	5	5228889	1	5	5228889	1	40	57.0	5.0	98.55	1.7	OK	species_match	GCA_904866195
GCA_904864595.1	GCF_904864595.1	Complete Genome	current	MinION	Unicycler			5477591	4	5227693	1	4	5227693	1	89	57.5	4.0	98.55	1.63	OK	species_match	GCA_904864595
GCA_904863225.1	GCF_904863225.1	Complete Genome	current	MinION	Unicycler			5480233	5	5226186	1	5	5226186	1	87	57.5	5.0	98.55	1.63	OK	species_match	GCA_904863225
GCA_904863365.1	GCF_904863365.1	Complete Genome	current	MinION	Unicycler			5633847	9	5225165	1	9	5225165	1	66	57.0	9.0	98.6	1.43	OK	derived_species_match	GCA_904863365
GCA_904866315.1	GCF_904866315.1	Complete Genome	previous	MinION	Unicycler			5319043	5	5222404	1	5	5222404	1	59	57.5	5.0	99.04	0.49			GCA_904866315
GCA_904863275.1	GCF_904863275.1	Complete Genome	previous	MinION	Unicycler			5495587	5	5220917	1	5	5220917	1	52	57.0	5.0	99.04	1.79			GCA_904863275
GCA_904866505.1	GCF_904866505.1	Complete Genome	current	MinION	Unicycler			5796044	5	5220279	1	5	5220279	1	100	56.5	5.0	97.71	1.55	OK	derived_species_match	GCA_904866505
GCA_904863125.1	GCF_904863125.1	Complete Genome	previous	MinION	Unicycler			5434792	8	5219342	1	8	5219342	1	61	57.5	8.0	98.99	0.51			GCA_904863125
GCA_904865745.1	GCF_904865745.1	Complete Genome	previous	MinION	Unicycler			5366043	2	5206451	1	2	5206451	1	77	57.5	2.0	98.78	0.84			GCA_904865745
GCA_904863405.1	GCF_904863405.1	Complete Genome	previous	MinION	Unicycler			5485243	3	5202431	1	3	5202431	1	60	57.0	3.0	98.98	1.48			GCA_904863405
GCA_904866465.1	GCF_904866465.1	Complete Genome	previous	MinION	Unicycler			5377865	3	5185430	1	3	5185430	1	61	57.5	3.0	99.04	1.83			GCA_904866465
GCA_904866355.1	GCF_904866355.1	Complete Genome	current	MinION	Unicycler			5425738	5	5183290	1	5	5183290	1	42	57.5	5.0	98.81	0.45	OK	derived_species_match	GCA_904866355
GCA_904866435.1	GCF_904866435.1	Complete Genome	previous	MinION	Unicycler			5414724	2	5181281	1	2	5181281	1	71	57.5	2.0	99.04	1.0			GCA_904866435
GCA_904863265.1	GCF_904863265.1	Complete Genome	previous	MinION	Unicycler			5325147	2	5156999	1	2	5156999	1	65	57.5	2.0	99.0	0.19			GCA_904863265
GCA_904863425.1	GCF_904863425.1	Complete Genome	current	MinION	Unicycler			5427620	3	5151522	1	3	5151522	1	71	57.5	3.0	98.3	1.52	OK	derived_species_match	GCA_904863425
GCA_904865735.1	GCF_904865735.1	Complete Genome	previous	MinION	Unicycler			5447948	4	5119445	1	4	5119445	1	70	57.5	4.0	98.6	1.15			GCA_904865735
GCA_904866285.1	GCF_904866285.1	Complete Genome	previous	MinION	Unicycler			5444434	3	5119445	1	3	5119445	1	60	57.5	3.0	98.6	1.15			GCA_904866285
GCA_904863245.1	GCF_904863245.1	Complete Genome	previous	MinION	Unicycler			5442153	4	5119122	1	4	5119122	1	59	57.5	4.0	98.6	1.15			GCA_904863245
GCA_904864565.1	GCF_904864565.1	Complete Genome	previous	MinION	Unicycler			5111537	1	5111537	1	1	5111537	1	67	57.5	1.0	98.39	0.71			GCA_904864565
GCA_904866395.1	GCF_904866395.1	Complete Genome	previous	MinION	Unicycler			5357440	10	5095788	1	10	5095788	1	68	57.0	10.0	97.09	1.34			GCA_904866395
GCA_905331345.2	GCF_905331345.2	Complete Genome	current	Illumina, ONT	unicycler			5311351	4	5123431	1	4	5123431	1	229	58.0	4.0	99.08	0.33	OK	derived_species_match	GCA_905331345
GCA_905335825.2	GCF_905335825.2	Complete Genome	current	Illumina, ONT	unicycler			5785568	4	5442973	1	4	5442973	1	105	57.0	4.0	99.51	0.69	OK	species_match	GCA_905335825
GCA_903993225.2	GCF_903993225.2	Chromosome	current	Illumina, ONT	unicycler			5666819	7	5363534	1	7	5363534	1	192	57.0	6.0	97.74	0.81	OK	derived_species_match	GCA_903993225
GCA_903993175.2	GCF_903993175.2	Chromosome	current	Illumina, ONT	unicycler			5575989	13	5277742	1	13	5277742	1	313	57.0	7.0	96.83	0.87	OK	derived_species_match	GCA_903993175
GCA_904863155.1		Complete Genome	current	MinION	Unicycler		unverified source organism	5880537	2	5600802	1	2	5600802	1	64	57.0	2.0			Failed	mismatch	GCA_904863155
GCA_904866545.1		Complete Genome	current	MinION	Unicycler		unverified source organism	5590240	3	5575290	1	3	5575290	1	57	57.0	3.0	98.31	0.49	Failed	mismatch	GCA_904866545
GCA_904863065.1		Complete Genome	current	MinION	Unicycler		unverified source organism	5762942	6	5494180	1	6	5494180	1	58	57.0	6.0	99.09	0.37	Failed	mismatch	GCA_904863065
GCA_904864495.1		Complete Genome	current	MinION	Unicycler		unverified source organism	5850161	8	5460747	1	8	5460747	1	56	57.0	8.0	98.5	0.93	Failed	mismatch	GCA_904864495
GCA_904864455.1		Complete Genome	current	MinION	Unicycler		unverified source organism	5952697	6	5417244	1	6	5417244	1	59	56.5	6.0	98.92	1.53	Failed	mismatch	GCA_904864455
GCA_904866525.1		Complete Genome	current	MinION	Unicycler		unverified source organism	6069270	8	5415482	1	8	5415482	1	45	57.0	8.0	98.23	2.87	Failed	mismatch	GCA_904866525
GCA_904863415.1		Complete Genome	current	MinION	Unicycler		unverified source organism	5723333	5	5397853	1	5	5397853	1	65	57.0	5.0	98.92	1.54	Failed	mismatch	GCA_904863415
GCA_904866185.1		Complete Genome	current	MinION	Unicycler		unverified source organism	5461167	2	5332729	1	2	5332729	1	58	57.5	2.0	98.92	0.43	Failed	mismatch	GCA_904866185
GCA_904864575.1		Complete Genome	current	MinION	Unicycler		unverified source organism	5242987	3	5086838	1	3	5086838	1	50	58.0	3.0			Failed	mismatch	GCA_904864575
GCA_926500285.1	GCF_926500285.1	Contig	current	ILLUMINA,MinION	Trycycler		from large multi-isolate project	5885325	5	5402004	1	5	5402004	1	100	56.5				OK	derived_species_match	GCA_926500285
GCA_947164515.1	GCF_947164515.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore	Unicycler v. 0.5.0			5638968	7	5482451	1	7	5482451	1	30	57.0	7.0	97.93	0.83	OK	derived_species_match	GCA_947164515
GCA_947163785.1	GCF_947163785.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore	Unicycler v. 0.5.0			5617293	5	5462471	1	5	5462471	1	95	57.0	5.0	98.45	0.83	OK	derived_species_match	GCA_947163785
GCA_946966015.1	GCF_946966015.1	Complete Genome	current	Hybrid (ONT/Illumina)	Unicycler			5762707	3	5409069	1	3	5409069	1	50	57.0	3.0	98.81	1.7	OK	species_match	GCA_946966015
GCA_928375965.1	GCF_928375965.1	Complete Genome	current	Illumina MiSeq,MinION	Unicycler v0.4.7			5588326	5	5300365	1	5	5300365	1	230	57.5	5.0	98.03	1.18	OK	derived_species_match	GCA_928375965
GCA_928375135.1	GCF_928375135.1	Complete Genome	current	Illumina MiSeq,MinION	Unicycler v0.4.7			5588444	5	5300255	1	5	5300255	1	306	57.5	5.0	98.0	1.18	OK	derived_species_match	GCA_928375135
GCA_928376025.1	GCF_928376025.1	Complete Genome	current	Illumina MiSeq,MinION	Unicycler v0.4.7			5588409	5	5300217	1	5	5300217	1	161	57.5	5.0	98.03	1.18	OK	derived_species_match	GCA_928376025
GCA_928371855.1	GCF_928371855.1	Complete Genome	current	Illumina MiSeq,MinION	Unicycler v0.4.7			5764497	9	5338793	1	9	5338793	1	273	57.5	9.0	98.44	0.45	OK	derived_species_match	GCA_928371855
GCA_928376045.1	GCF_928376045.1	Complete Genome	current	Illumina MiSeq,MinION	Unicycler v0.4.7			5765050	13	5337773	1	13	5337773	1	185	57.5	13.0	97.23	0.88	OK	derived_species_match	GCA_928376045
GCA_929618495.1	GCF_929618495.1	Scaffold	current	SLX	velvet			5595467	51	727198	3	58	727198	3	116	57.0		99.04	1.42	OK	derived_species_match	GCA_929618495
GCA_929617105.1	GCF_929617105.1	Contig	current	SLX	velvet			5526685	54	556439	4	54	556439	4	143	57.0		98.38	0.79	OK	derived_species_match	GCA_929617105
GCA_929607135.1	GCF_929607135.1	Scaffold	current	SLX	velvet			5617423	53	518169	4	54	518169	4	102	57.0		98.42	0.66	OK	derived_species_match	GCA_929607135
GCA_929618875.1	GCF_929618875.1	Scaffold	current	SLX	velvet			5914370	62	517472	4	69	473703	5	115	56.5		98.65	1.57	OK	derived_species_match	GCA_929618875
GCA_929618815.1	GCF_929618815.1	Scaffold	current	SLX	velvet			5561397	46	388189	3	56	385317	3	98	57.0		98.15	1.66	OK	derived_species_match	GCA_929618815
GCA_929618855.1	GCF_929618855.1	Scaffold	current	SLX	velvet			5564173	45	378503	5	47	378503	5	116	57.0		98.19	1.04	OK	derived_species_match	GCA_929618855
GCA_929618885.1	GCF_929618885.1	Scaffold	current	SLX	velvet			5805505	51	367685	4	74	367685	4	107	57.0		99.07	1.16	OK	derived_species_match	GCA_929618885
GCA_929617655.1	GCF_929617655.1	Scaffold	current	SLX	velvet			5837688	63	367646	5	80	367646	5	135	57.0		99.07	1.16	OK	derived_species_match	GCA_929617655
GCA_929618805.1	GCF_929618805.1	Scaffold	current	SLX	velvet			5638848	62	363572	5	63	363572	5	105	57.0		98.38	0.79	OK	derived_species_match	GCA_929618805
GCA_929608895.1	GCF_929608895.1	Scaffold	current	SLX	velvet			5520606	51	374370	5	54	355605	5	99	57.0		98.38	0.79	OK	derived_species_match	GCA_929608895
GCA_929618865.1	GCF_929618865.1	Scaffold	current	SLX	velvet			5712259	58	347097	6	60	347097	6	99	57.0		98.91	1.29	OK	derived_species_match	GCA_929618865
GCA_929617535.1	GCF_929617535.1	Contig	current	SLX	velvet			5692633	57	346799	6	57	346799	6	98	57.0		98.65	1.29	OK	derived_species_match	GCA_929617535
GCA_929607145.1	GCF_929607145.1	Scaffold	current	SLX	velvet			5844409	91	346794	6	93	346794	6	96	56.5		98.91	1.29	OK	derived_species_match	GCA_929607145
GCA_929606505.1	GCF_929606505.1	Scaffold	current	SLX	velvet			5845372	89	346787	6	91	346787	6	101	56.5		98.91	1.29	OK	derived_species_match	GCA_929606505
GCA_929617075.1	GCF_929617075.1	Contig	current	SLX	velvet			5686177	64	346762	6	64	346762	6	100	57.0		98.91	1.29	OK	species_match	GCA_929617075
