study_accession	none_found	chosen_pmid	chosen_pmcid	chosen_doi	chosen_found_via	find_confidence	verified	sources_agreeing	coverage_estimate	coverage_fraction	shared_accession	umbrella	data_reuse_only	n_candidates	chosen_title
PRJNA521038	False	30894438	PMC6535602	10.1128/jcm.01780-18	europepmc_accession	high	True	1	414.0	414.0	False	False	False	3	Comparing Patient Risk Factor-, Sequence Type-, and Resistance Locus Identification-Based Approaches for Predicting Antibiotic Resistance in Escherichia coli Bloodstream Infections.
PRJNA52135	True					high		0			False	False	False	1	
PRJNA52137	True					low		0			False	False	False	0	
PRJNA52139	True					low		0			False	False	False	0	
PRJNA52141	True					low		0			False	False	False	0	
PRJNA52143	True					low		0			False	False	False	0	
PRJNA52145	True					low		0			False	False	False	0	
PRJNA52149	False	22829535	PMC3483556	10.1101/gr.141515.112	ncbi_bioproject	medium	False	1	1.0	1.0	False	False	False	1	Finished bacterial genomes from shotgun sequence data.
PRJNA52151	True					low		0			False	False	False	0	
PRJNA52153	True					low		0			False	False	False	0	
PRJNA431464	True					low		0			False	False	False	0	
PRJNA202042	True					high		0			False	False	False	10	
PRJNA202043	True					high		0			False	False	True	10	
PRJNA202045	True					high		0			False	False	True	10	
PRJNA202009	True					low		0			False	False	True	10	
PRJNA202020	True					high		0			False	False	True	10	
PRJNA449090	False	31948967	PMC6965585	10.1128/mra.01408-19	europepmc_accession,europepmc_secondary	high	True	2	1.0	1.0	False	False	False	1	Complete Genome Sequence of Klebsiella pneumoniae Strain TK421, a Conjugative Hypervirulent Isolate.
PRJNA201956	True					high		0			False	False	True	10	
PRJNA428749	True					low		0			False	False	False	0	
PRJNA40025	True					high		0			False	False	True	1	
PRJNA40049	True					low		0			False	False	False	0	
PRJNA407116	True					low		0			False	False	False	0	
PRJNA203445	False	28183778	PMC5331488	10.1128/genomea.00967-16	europepmc_accession	medium	True	1	306.0	306.0	True	True	False	17	100K Pathogen Genome Project: 306 <i>Listeria</i> Draft Genome Sequences for Food Safety and Public Health.
PRJEB11503	True					low		0			False	False	False	0	
PRJNA412918	True					low		0			False	False	False	0	
PRJNA202895	False	25232178	PMC4203314	10.1126/scitranslmed.3009845	ncbi_bioproject	high		1	1.0	1.0	False	False	False	1	Single-molecule sequencing to track plasmid diversity of hospital-associated carbapenemase-producing Enterobacteriaceae.
PRJNA202053	True					low		0			False	False	False	10	
PRJNA414678	False	29301903	PMC5754483	10.1128/genomea.01377-17	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Draft Genome Sequence of Singapore <i>Klebsiella pneumoniae</i> subsp. <i>pneumoniae</i> Isolate DS32358_14, Which Contains the Carbapenemase Gene <i>bla</i><sub>VIM-1</sub>.
PRJNA202052	True					high		0			False	False	True	10	
PRJNA202048	True					high		0			False	False	True	10	
PRJNA420100	True					low		0			False	False	False	0	
PRJNA202047	False	30126962	PMC6201135	10.1128/aac.01281-18	europepmc_accession	medium		1	1.0	1.0	False	False	False	11	Carbapenem Resistance Caused by High-Level Expression of OXA-663 β-Lactamase in an OmpK36-Deficient Klebsiella pneumoniae Clinical Isolate.
PRJNA202046	True					high		0			False	False	True	10	
PRJNA202024	True					low		0			False	False	False	10	
PRJNA429995	True					low		0			False	False	False	0	
PRJNA521748	False	33532526	PMC7829145	10.1016/j.dib.2021.106746	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Characterization of a new multidrug-resistant Brazilian <i>K. pneumoniae</i> isolate and 172 <i>Klebsiella</i> spp. sequenced strains: Genomic island, multilocus sequence typing and capsule locus dataset.
PRJNA201968	True					low		0			False	False	False	10	
PRJNA522830	True					low		0			False	False	False	0	
PRJNA500331	True					high		0			False	False	False	1	
PRJNA501405	True					low		0			False	False	False	0	
PRJNA501406	True					low		0			False	False	False	0	
PRJNA501409	True					low		0			False	False	False	0	
PRJNA501412	True					low		0			False	False	False	0	
PRJNA503173	False	35236251	PMC8942559	10.1080/22221751.2022.2049458	europepmc_accession	low	True	1	1.0	1.0	False	False	False	1	Molecular epidemiology of carbapenem-resistant hypervirulent <i>Klebsiella pneumoniae</i> in China.
PRJNA503825	True					low		0			False	False	False	0	
PRJNA201994	True					high		0			False	False	True	10	
PRJNA201991	True					high		0			False	False	True	10	
PRJNA505478	True					low		0	1.0	1.0	False	False	False	0	
PRJNA201990	True					low		0			False	False	True	10	
PRJNA201989	True					high		0			False	False	True	10	
PRJNA201987	True					high		0			False	False	True	10	
PRJNA201985	True					high		0			False	False	True	10	
PRJNA201984	True					high		0			False	False	True	10	
PRJNA201981	True					high		0			False	False	True	10	
PRJNA511518	False	30809206	PMC6379276	10.3389/fmicb.2019.00157	europepmc_accession	medium	True	1	1.0	1.0	False	False	False	1	Multiple Benefits of Plasmid-Mediated Quinolone Resistance Determinants in <i>Klebsiella pneumoniae</i> ST11 High-Risk Clone and Recently Emerging ST307 Clone.
PRJNA511522	False	30809206	PMC6379276	10.3389/fmicb.2019.00157	europepmc_accession	medium	True	1	1.0	1.0	False	False	False	1	Multiple Benefits of Plasmid-Mediated Quinolone Resistance Determinants in <i>Klebsiella pneumoniae</i> ST11 High-Risk Clone and Recently Emerging ST307 Clone.
PRJNA511523	False	30809206	PMC6379276	10.3389/fmicb.2019.00157	europepmc_accession	medium	True	1	1.0	1.0	False	False	False	1	Multiple Benefits of Plasmid-Mediated Quinolone Resistance Determinants in <i>Klebsiella pneumoniae</i> ST11 High-Risk Clone and Recently Emerging ST307 Clone.
PRJNA511524	False	30809206	PMC6379276	10.3389/fmicb.2019.00157	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Multiple Benefits of Plasmid-Mediated Quinolone Resistance Determinants in <i>Klebsiella pneumoniae</i> ST11 High-Risk Clone and Recently Emerging ST307 Clone.
PRJNA511525	False	30809206	PMC6379276	10.3389/fmicb.2019.00157	europepmc_accession	medium	True	1	1.0	1.0	False	False	False	1	Multiple Benefits of Plasmid-Mediated Quinolone Resistance Determinants in <i>Klebsiella pneumoniae</i> ST11 High-Risk Clone and Recently Emerging ST307 Clone.
PRJNA320950	False	27401575	PMC4997870	10.1128/aac.01075-16	ncbi_bioproject	high		1	1.0	1.0	False	False	False	1	mcr-1.2, a New mcr Variant Carried on a Transferable Plasmid from a Colistin-Resistant KPC Carbapenemase-Producing Klebsiella pneumoniae Strain of Sequence Type 512.
PRJNA501401	True					low		0			False	False	False	0	
PRJNA499494	True					low		0			False	False	False	0	
PRJNA201966	True					high		0			False	False	True	10	
PRJNA201999	True					high		0			False	False	True	10	
PRJNA494961	False	34068663	PMC8151138	10.3390/microorganisms9051022	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Genomics and Virulence of <i>Klebsiella pneumoniae</i> Kpnu95 ST1412 Harboring a Novel Incf Plasmid Encoding <i>Bla</i>ctx-M-15 and <i>Qnrs1</i> Causing Community Urinary Tract Infection.
PRJNA201965	True					high		0			False	False	True	10	
PRJNA201964	True					low		0			False	False	True	10	
PRJNA201963	True					low		0			False	False	False	10	
PRJNA201962	True					high		0			False	False	False	10	
PRJNA201961	True					high		0			False	False	False	10	
PRJNA201960	True					high		0			False	False	True	10	
PRJNA526408	False	31395633	PMC6687920	10.1128/mra.00552-19	europepmc_accession	high	True	1	1.0	1.0	False	False	False	2	First Whole-Genome Sequence of a Highly Resistant Klebsiella pneumoniae Sequence Type 14 Strain Isolated from Sudan.
PRJNA201959	True					low		0			False	False	True	10	
PRJNA527940	True					low		0			False	False	False	0	
PRJNA201958,PRJNA201967	True					low		0			False	False	False	0	
PRJNA528367	True					low		0			False	False	False	0	
PRJNA201957	True					low		0			False	False	True	10	
PRJNA529261	False	31649166	PMC7603427	10.1126/science.aax6624	europepmc_accession	high		1	1.0	1.0	False	False	False	1	MAIT cells are imprinted by the microbiota in early life and promote tissue repair.
PRJNA201970	True					low		0			False	False	True	10	
PRJNA513350	True					low		0			False	False	False	0	
PRJNA201974	True					low		0			False	False	True	10	
PRJNA201978	True					high		0			False	False	False	10	
PRJNA202002	True					high		0			False	False	False	10	
PRJNA202001	True					high		0			False	False	False	10	
PRJNA202000	True					low		0			False	False	True	10	
PRJNA485518	True					low		0			False	False	False	0	
PRJNA202013	True					high		0			False	False	True	10	
PRJNA201936	True					low		0			False	False	False	10	
PRJNA628847	True					low		0			False	False	False	0	
PRJNA187301	True					low		0			False	False	True	1	
PRJNA587439	True					low		0			False	False	False	0	
PRJNA613320	True					low		0			False	False	False	0	
PRJNA187299	True					low		0			False	False	True	1	
PRJNA187298	True					low		0			False	False	False	0	
PRJNA614986	True					low		0			False	False	False	0	
PRJNA616452	False	32780112	PMC7662176	10.1093/jac/dkaa345	europepmc_accession	medium	True	1	423.0	423.0	False	False	False	1	ResFinder 4.0 for predictions of phenotypes from genotypes.
PRJNA187297	True					low		0			False	False	False	0	
PRJNA187296	True					low		0			False	False	False	0	
PRJNA187295	True					low		1			False	False	False	1	
PRJNA187294	True					low		0			False	False	False	0	
PRJNA483246	False	31500105	PMC6780558	10.3390/microorganisms7090326	europepmc_accession	high	True	1	12.0	12.0	False	False	False	1	"Hybrid Resistance and Virulence Plasmids in ""High-Risk"" Clones of <i>Klebsiella pneumoniae</i>, Including Those Carrying <i>bla</i><sub>NDM-5</sub>."
PRJNA187293	True					low		1			False	False	False	1	
PRJDB5948	True					low		0			False	False	False	0	
PRJNA234135	True					high		0			False	False	False	10	
PRJNA604394	True					high		0			False	False	True	1	
PRJNA187310	True					high		0			False	False	True	1	
PRJNA601835	True					low		0			False	False	False	0	
PRJNA587440	True					low		0			False	False	False	0	
PRJNA587512	False	36475878	PMC9872595	10.1128/mra.00949-22	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Draft Genomic Sequence for Klebsiella pneumoniae 060517CS3-g, a Bacterium Harboring Multidrug Resistance Genes, Isolated from Retail Ground Chicken Meat.
PRJNA588411	True					low		0			False	False	False	0	
PRJNA187323	True					low		1			False	False	False	1	
PRJNA187302	True					low		0			False	False	False	1	
PRJNA611005	True					low		0			False	False	False	0	
PRJNA187303	True					low		1			False	False	False	1	
PRJNA609701	True					low		0			False	False	False	0	
PRJNA549563	True					low		0			False	False	False	0	
PRJNA201935	True					high		0			False	False	False	10	
PRJNA550349	True					low		0			False	False	False	0	
PRJNA201934	True					high		0			False	False	True	10	
PRJNA201933	True					low		0			False	False	True	10	
PRJNA201932	True					high		0			False	False	False	10	
PRJNA552311	True					low		0			False	False	False	0	
PRJNA198784	False	25232178	PMC4203314	10.1126/scitranslmed.3009845	ncbi_bioproject	medium		1	1.0	1.0	True	False	False	1	Single-molecule sequencing to track plasmid diversity of hospital-associated carbapenemase-producing Enterobacteriaceae.
PRJNA587435	True					low		0			False	False	False	0	
PRJNA587436	True					low		0			False	False	False	0	
PRJNA587438	True					low		0			False	False	False	0	
PRJNA612869	True					low		0			False	False	False	0	
PRJDB6797	True					low		0			False	False	False	0	
PRJNA604918	False	32966910		10.1016/j.jgar.2020.08.023	ncbi_bioproject	medium		1	1.0	1.0	False	False	False	1	Coexistence of bla<sub>KPC-2</sub>-IncN and mcr-1-IncX4 plasmids in a ST48 Escherichia coli strain in China.
PRJNA187309	True					low		0			False	False	True	1	
PRJNA187308	True					low		0			False	False	False	0	
PRJNA187307	True					low		0			False	False	False	0	
PRJNA187306	True					low		1			False	False	False	1	
PRJNA187305	False	24913165	PMC4136011	10.1128/aac.00125-14	ncbi_bioproject	medium		1			False	False	False	1	Population structure of KPC-producing Klebsiella pneumoniae isolates from midwestern U.S. hospitals.
PRJNA607902	False	33842574	PMC8032891	10.3389/fvets.2021.631716	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Case Report: Multidrug Resistant <i>Raoultella ornithinolytica</i> in a Septicemic Calf.
PRJNA187304	True					low		1			False	False	False	1	
PRJNA187322	True					low		1			False	False	False	1	
PRJNA589638	False	32675179	PMC7365790	10.1128/mra.00336-20	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Draft Genome Sequences of Plant-Pathogenic Klebsiella variicola Strains Isolated from Plantain in Haiti.
PRJNA589639	False	32675179	PMC7365790	10.1128/mra.00336-20	europepmc_accession	high	True	1	2.0	2.0	False	False	False	1	Draft Genome Sequences of Plant-Pathogenic Klebsiella variicola Strains Isolated from Plantain in Haiti.
PRJNA454281	False	30687506	PMC6327872	10.1136/vetreco-2018-000307	europepmc_accession	high	True	1			False	False	False	1	Prevalence of faecal carriage of extended-spectrum β-lactamase (ESBL)-producing &lt;i&gt;Escherichia coli&lt;/i&gt; in veterinary hospital staff and students.
PRJNA456219	True					low		0			False	False	False	0	
PRJNA463112	True					low		0			False	False	False	0	
PRJNA464397	False	29963640	PMC6020474	10.1128/msystems.00015-18	europepmc_title	high	False	1			False	False	False	2	Identification of Pathogenicity-Associated Loci in Klebsiella pneumoniae from Hospitalized Patients.
PRJNA470581	True					high		0			False	False	False	0	
PRJNA471164	False	32436839	PMC7371107	10.1099/mgen.0.000377	europepmc_accession	high	True	1	109.0	109.0	False	False	False	2	Preterm infants harbour diverse &lt;i&gt;Klebsiella&lt;/i&gt; populations, including atypical species that encode and produce an array of antimicrobial resistance- and virulence-associated factors.
PRJNA471737	True					low		0	5.0	5.0	False	False	False	0	
PRJNA47211,PRJNA47257,PRJNA47225,PRJNA47209,PRJNA47275,PRJNA47263,PRJNA47223,PRJNA47217,PRJNA47267,PRJNA47259,PRJNA47271,PRJNA47229	True					low		0			True	True	False	0	
PRJNA472563	False	30420852	PMC6217722	10.3389/fimmu.2018.02377	europepmc_secondary	medium	True	1	1.0	1.0	False	False	False	1	Coinfection With Influenza A Virus and <i>Klebsiella oxytoca</i>: An Underrecognized Impact on Host Resistance and Tolerance to Pulmonary Infections.
PRJNA202018	True					low		0			False	False	False	10	
PRJNA474898	False	31296679	PMC6624762	10.1128/mra.00502-19	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Draft Genomic Sequence of Multidrug-Resistant Klebsiella pneumoniae B8S35, Isolated from Retail Chicken Skin.
PRJNA474907	False	35266814	PMC9040815	10.1128/mbio.02949-21	europepmc_accession	medium	True	1	41.0	41.0	False	False	False	3	The CIAMIB: a Large and Metabolically Diverse Collection of Inflammation-Associated Bacteria from the Murine Gut.
PRJNA202016	True					high		0			False	False	True	10	
PRJNA202023	True					high		0			False	False	True	10	
PRJNA477005	False	31001209	PMC6454207	10.3389/fmicb.2019.00542	europepmc_accession	medium	True	1	1.0	1.0	False	False	False	1	Diversity, Virulence, and Antimicrobial Resistance in Isolates From the Newly Emerging <i>Klebsiella pneumoniae</i> ST101 Lineage.
PRJNA477444	True					low		0			False	False	False	0	
PRJNA478289	True					low		0			False	False	False	0	
PRJNA202015	True					low		0			False	False	True	10	
PRJNA480281	True					low		0			False	False	False	4	
PRJNA480797	False	30837980	PMC6390000	10.3389/fmicb.2019.00276	europepmc_secondary	medium	True	1	11.0	11.0	False	False	False	1	Plasmid-Mediated Transmission of KPC-2 Carbapenemase in <i>Enterobacteriaceae</i> in Critically Ill Patients.
PRJNA481972	True					high		0			False	False	False	0	
PRJNA202014	True					low		0			False	False	False	10	
PRJNA456216	True					low		0			False	False	False	0	
PRJNA202017	True					high		0			False	False	True	10	
PRJNA187321	True					low		0			False	False	False	0	
PRJNA398365	False	29325009	PMC5848804	10.1093/gigascience/gix132	europepmc_accession,europepmc_title	high	True	2	1.0	1.0	False	False	False	2	Efficient generation of complete sequences of MDR-encoding plasmids by rapid assembly of MinION barcoding sequencing data.
PRJNA187320	True					low		0			False	False	False	0	
PRJNA591409	False	32091354	PMC7045839	10.3201/eid2603.191230	europepmc_accession	medium	True	1	1.0	1.0	False	False	False	1	Acquisition of Plasmid with Carbapenem-Resistance Gene bla<sub>KPC2</sub> in Hypervirulent Klebsiella pneumoniae, Singapore.
PRJNA187319	True					low		0			False	False	False	0	
PRJNA187318	True					low		0			False	False	False	1	
PRJNA592166	False	32015041	PMC7179263	10.1128/aac.02435-19	europepmc_accession,ncbi_bioproject	high		2	1.0	1.0	False	False	False	1	A Multispecies Cluster of VIM-1 Carbapenemase-Producing <i>Enterobacterales</i> Linked by a Novel, Highly Conjugative, and Broad-Host-Range IncA Plasmid Forebodes the Reemergence of VIM-1.
PRJNA593244	True					low		0			False	False	False	0	
PRJNA593604	False	32653928	PMC7678893	10.1093/jac/dkaa258	europepmc_accession	low	True	1	24.0	24.0	False	False	False	2	Optical maps of plasmids as a proxy for clonal spread of MDR bacteria: a case study of an outbreak in a rural Ethiopian hospital.
PRJNA187317	True					low		0			False	False	True	1	
PRJNA594546	False	31847948	PMC6918589	10.2807/1560-7917.es.2019.24.50.1900734	europepmc_accession	high	True	1	17.0	17.0	False	False	False	1	Extensively drug-resistant <i>Klebsiella pneumoniae</i> ST307 outbreak, north-eastern Germany, June to October 2019.
PRJNA594627	False	32855243	PMC7453279	10.1128/mra.00491-20	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Draft Genome Sequence of the Plant Growth-Promoting Rhizobacterium <i>Klebsiella</i> sp. Strain KBG6.2, Imparting Salt Tolerance to Rice.
PRJNA187316	True					low		0			False	False	False	0	
PRJNA187315	False	24913165	PMC4136011	10.1128/aac.00125-14	ncbi_bioproject	medium		1			False	False	False	1	Population structure of KPC-producing Klebsiella pneumoniae isolates from midwestern U.S. hospitals.
PRJNA595838	False	39201558	PMC11354265	10.3390/ijms25168871	europepmc_accession	high	False	1	1.0	1.0	False	False	False	1	Structural and Mechanistic Insights into a Novel Monooxygenase for Poly(acrylic acid) Biodegradation.
PRJNA187314	True					low		0			False	False	False	0	
PRJNA187313	True					low		1			False	False	False	1	
PRJNA598939	True					low		1	1.0	1.0	True	False	False	5	
PRJNA187312	True					low		0			False	False	False	1	
PRJNA600386	False	32409546	PMC7225545	10.1128/mra.00371-20	europepmc_secondary	high	True	1	1.0	1.0	False	False	False	1	Whole-Genome Sequences of Three Plant Growth-Promoting Rhizobacteria Isolated from Solanum tuberosum L. Rhizosphere in Tanzania.
PRJNA187311	True					low		0			False	False	False	0	
PRJNA530250	True					high		0			False	False	True	1	
PRJNA201955	True					low		0			False	False	True	10	
PRJNA219292	True					high		0			False	False	True	10	
PRJEB43975	True					low		0			False	False	False	0	
PRJNA318591	True					low		0			True	False	True	1	
PRJNA809128	True					low		0			False	False	False	0	
PRJNA898399	False	38294216	PMC10927678	10.1128/mra.01042-23	europepmc_accession	medium	False	1	2.0	2.0	False	False	False	2	Draft genomes of two phylotype I and II <i>Ralstonia solanacearum</i> species complex (RSSC) isolates causing bacterial wilt in tomato plants from Costa Rica.
PRJNA801117	False	37938284	PMC9723661	10.1038/s43705-022-00188-3	europepmc_accession	high	False	1	1.0	1.0	False	False	False	1	Single-cell Raman-activated sorting and cultivation (scRACS-Culture) for assessing and mining in situ phosphate-solubilizing microbes from nature.
PRJEB61017	True					low		0			False	False	False	0	
PRJEB60914	False	37607936	PMC10444851	10.1038/s41467-023-40872-z	europepmc_accession,published_version	high	True	2	1.0	1.0	False	False	False	1	Antibiotics promote intestinal growth of carbapenem-resistant Enterobacteriaceae by enriching nutrients and depleting microbial metabolites.
PRJNA896856	True					low		0			False	False	False	0	
PRJNA896788	True					low		0			False	False	False	0	
PRJNA803341	True					low		0			False	False	False	0	
PRJNA805266	False	35999234	PMC9396611	10.1038/s41598-022-16760-9	europepmc_accession,europepmc_title,published_version	high	True	3	438.0	438.0	False	False	False	2	Harmonisation of in-silico next-generation sequencing based methods for diagnostics and surveillance.
PRJNA807502	True					low		0			False	False	False	0	
PRJNA807804	False	35583350	PMC9202383	10.1128/mra.00310-22	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Draft Genome Sequence for Klebsiella michiganensis B199A, Originally Identified as Enterobacter aerogenes.
PRJNA894513	True					low		0			False	False	False	0	
PRJNA791933	True					low		0			False	False	False	0	
PRJDB15144	True					low		0			False	False	False	0	
PRJNA811351	True					low		0			False	False	False	0	
PRJNA811370	True					low		0			False	False	False	0	
PRJEB59061	False			10.1101/2022.02.08.479540	europepmc_title	high	False	1	1.0	1.0	False	False	False	1	Multi-excitation Raman Spectroscopy Complements Whole Genome Sequencing for Rapid Detection of Bacterial Infection and Resistance in WHO Priority Pathogens
PRJNA892093	False	36421290	PMC9686504	10.3390/antibiotics11111646	europepmc_accession	high	True	1	51.0	51.0	False	False	False	2	Evaluation of In Vitro Activity of Double-Carbapenem Combinations against KPC-2-, OXA-48- and NDM-Producing <i>Escherichia coli</i> and <i>Klebsiella pneumoniae</i>.
PRJEB62871	False	37563802	PMC10631821	10.1093/jac/dkad253	europepmc_accession,europepmc_title	high	True	2	132.0	132.0	False	False	False	2	Evaluation of the RESIST ACINETO multiplex immunochromatographic assay for detection of OXA-23-like, OXA-40/58-like and NDM carbapenemase production in Acinetobacter baumannii.
PRJEB38960	True					low		0			False	False	False	1	
PRJEB19331	False	28392922	PMC5376316	10.1016/j.nmni.2017.02.006	europepmc_accession	medium	True	1	1.0	1.0	False	False	False	2	First report of invasive liver abscess syndrome with endophthalmitis caused by a K2 serotype ST2398 hypervirulent <i>Klebsiella pneumoniae</i> in Germany, 2016.
PRJNA792094	True					low		0			False	False	False	0	
PRJNA791929	True					low		0			False	False	False	0	
PRJEB61934	True					low		0			False	False	False	0	
PRJNA902659	False	37014211	PMC10190570	10.1128/mra.00047-23	ncbi_bioproject	high	False	1	1.0	1.0	False	False	False	2	Complete Genome Sequence of the First Colistin-Resistant Raoultella electrica Strain.
PRJEB22207	False	31844297	PMC7044117	10.1038/s41564-019-0626-z	europepmc_accession,ncbi_bioproject	high	False	2			True	False	False	3	Rapid MinION profiling of preterm microbiota and antimicrobial-resistant pathogens.
PRJNA950449	False	37406356	PMC10370857	10.3201/eid2908.230567	europepmc_accession	high	True	1	6.0	6.0	False	False	False	1	Six Extensively Drug-Resistant Bacteria in an Injured Soldier, Ukraine.
PRJNA676183	True					low		0			False	False	False	1	
PRJNA663005	False	33841495	PMC8024499	10.3389/fgene.2021.620009	europepmc_accession	high	True	1	1.0	1.0	False	False	False	2	Comprehensive Pathogen Identification, Antibiotic Resistance, and Virulence Genes Prediction Directly From Simulated Blood Samples and Positive Blood Cultures by Nanopore Metagenomic Sequencing.
PRJNA169453	True					low		0			False	False	False	0	
PRJNA176122	False	23640195	PMC3642250	10.1128/genomea.00168-13	ncbi_bioproject	high	False	1	1.0	1.0	False	False	False	1	Genome Sequences of Two Klebsiella pneumoniae Isolates from Different Geographical Regions, Argentina (Strain JHCK1) and the United States (Strain VA360).
PRJNA173233	False	25232178	PMC4203314	10.1126/scitranslmed.3009845	ncbi_bioproject	high		1			False	False	False	1	Single-molecule sequencing to track plasmid diversity of hospital-associated carbapenemase-producing Enterobacteriaceae.
PRJNA985548	True					low		0			False	False	False	0	
PRJNA169456	True					high		0			False	False	True	1	
PRJNA169455	True					low		0			False	False	False	0	
PRJNA169454	True					high		0			False	False	True	1	
PRJNA670665	True					low		0			False	False	False	0	
PRJNA168337	True					low		0			False	False	True	8	
PRJNA676113	True					low		0			False	False	False	0	
PRJNA985218	True					low		0			False	False	False	0	
PRJNA165913	True					low		0			False	True	False	0	
PRJNA674482	False	33557209	PMC7913926	10.3390/antibiotics10020157	europepmc_accession,ncbi_bioproject	high	True	2	1.0	1.0	False	False	False	1	First Report of an Extensively Drug-Resistant ST23 <i>Klebsiella pneumoniae</i> of Capsular Serotype K1 Co-Producing CTX-M-15, OXA-48 and ArmA in Spain.
PRJNA164933	True					low		0			False	False	False	0	
PRJNA161277	True					low		0			False	False	False	0	
PRJNA1138264	True					low		0			False	False	False	0	
PRJEB2968	False	24706808	PMC3992628	10.1073/pnas.1322678111	europepmc_secondary,ncbi_bioproject	high		2	195.0	195.0	True	False	False	6	Global dissemination of a multidrug resistant Escherichia coli clone.
PRJNA1037684	False	39120089	PMC11385724	10.1128/mra.01290-23	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	The complete genomic sequencing of a <i>Klebsiella pneumoniae</i> isolate derived from the blood of a patient suffering from severe neurological problems in Zhengzhou, China.
PRJNA754822	True					low		0			False	False	False	0	
PRJEB71714	False	38671498	PMC11055328	10.1186/s12920-024-01882-y	europepmc_accession	high	True	1	138.0	138.0	False	False	False	3	Short reads-based characterization of pathotype diversity and drug resistance among Escherichia coli isolated from patients attending regional referral hospitals in Tanzania.
PRJNA791937	True					low		0			False	False	False	0	
PRJNA219293	True					low		0			False	False	True	10	
PRJEB48936	False	35802342	PMC9879799	10.1007/s15010-022-01879-8	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	First Italian report of a liver abscess and metastatic endogenous endophthalmitis caused by ST-23 hypervirulent Klebsiella pneumoniae in an immunocompetent individual.
PRJEB46496	False	35296353	PMC8925048	10.1186/s13756-022-01090-2	europepmc_accession	high	False	1			False	False	False	1	Environmental surveillance of ESBL and carbapenemase-producing gram-negative bacteria in a Ghanaian Tertiary Hospital.
PRJEB4649	True					low		0			False	False	True	2	
PRJNA853708	True					low		0			False	False	False	3	
PRJNA855340	True					low		0			False	False	False	0	
PRJNA877288	False	36314936	PMC9670947	10.1128/mra.01012-22	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Nearly Complete Genome Sequence of Raoultella ornithinolytica Strain MQB_Silv_108, Carrying an Uncommon Extended-Spectrum-β-Lactamase-like <i>bla</i><sub>BEL</sub> Gene.
PRJEB41234	False	35019836	PMC8914359	10.1099/mgen.0.000737	europepmc_accession	high	True	1	219.0	219.0	False	False	False	1	Genomic evolution of the globally disseminated multidrug-resistant <i>Klebsiella pneumoniae</i> clonal group 147.
PRJNA861987	True					low		0			False	False	False	0	
PRJNA862318	False	37032887	PMC10073600	10.3389/fmicb.2023.1118264	europepmc_accession	high	True	1			False	False	False	1	Characterization of cephalosporin and fluoroquinolone resistant Enterobacterales from Irish farm waste by whole genome sequencing.
PRJEB21566	True					low		0			False	False	False	0	
PRJNA872534	True					low		0			False	False	False	0	
PRJNA883008	True					low		0			False	False	False	0	
PRJNA791940	True					low		0			False	False	False	0	
PRJNA841267	False	36049730		10.1016/j.jgar.2022.08.015	ncbi_bioproject	medium	False	1	1.0	1.0	True	False	False	2	New sequence type of an Enterobacter cloacae complex strain with the potential to become a high-risk clone.
PRJNA825651	False	35744615	PMC9228323	10.3390/microorganisms10061097	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Whole Genome Characterization of the High-Risk Clone ST383 <i>Klebsiella pneumoniae</i> with a Simultaneous Carriage of <i>bla</i><sub>CTX-M-14</sub> on IncL/M Plasmid and <i>bla</i><sub>CTX-M-15</sub> on Convergent IncHI1B/IncFIB Plasmid from Egypt.
PRJEB55873	False	36290018	PMC9598702	10.3390/antibiotics11101357	europepmc_accession,ncbi_bioproject	high	False	2			False	False	False	1	Multidrug-Resistant High-Risk <i>Escherichia coli</i> and <i>Klebsiella pneumoniae</i> Clonal Lineages Occur in Black-Headed Gulls from Two Conservation Islands in Germany.
PRJNA818256	False	36123373	PMC9485146	10.1038/s41522-022-00335-7	europepmc_accession	high	False	1	1.0	1.0	False	False	False	1	Clinically relevant pathogens on surfaces display differences in survival and transcriptomic response in relation to probiotic and traditional cleaning strategies.
PRJNA818522	True					low		0	1.0	1.0	False	False	False	0	
PRJNA819549	True					low		0			False	False	False	0	
PRJNA887375	True					low		0			False	False	False	0	
PRJEB20135	False	35862803	PMC9426603	10.1128/mbio.00374-22	europepmc_accession	medium	True	1			False	False	False	1	Genetic and Structural Variation in the O-Antigen of Salmonella enterica Serovar Typhimurium Isolates Causing Bloodstream Infections in the Democratic Republic of the Congo.
PRJEB2215	False	26562418	PMC4642977	10.1371/journal.pntd.0004183	ncbi_bioproject	high	False	1	4.0	4.0	False	False	False	7	Vibrio cholerae Serogroup O139: Isolation from Cholera Patients and Asymptomatic Household Family Members in Bangladesh between 2013 and 2014.
