study_accession	tag	n_samples	paper	paper_title	study_type	study_type_excluded	study_setting	amr_study	country_base	country_filled	collection_date_base	collection_date_filled	isolation_source_base	isolation_source_filled	host_base	host_filled
PRJNA683049	sub10	7	https://pmc.ncbi.nlm.nih.gov/articles/PMC7975875/	Complete Genome Sequences of Three Uropathogenic Klebsiella quasipneumoniae Strains Isolated from Postmenopausal Women with Recurrent Urinary Tract Infection.	observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA684006	test	2	https://pmc.ncbi.nlm.nih.gov/articles/PMC10101084/	Hypervirulent &lt;i&gt;Klebsiella pneumoniae&lt;/i&gt; Causing Neonatal Bloodstream Infections: Emergence of NDM-1-Producing Hypervirulent ST11-K2 and ST15-K54 Strains Possessing pLVPK-Associated Markers.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA684628	sub10	2			observational	False		surveillance	1.0	1.0	1.0	1.0	0.5	1.0	1.0	1.0
PRJNA685215	tail10_24	10			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA685932	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC8656381/	Whole-Genome Sequencing of Klebsiella pneumoniae BASUSDALSc45PDB48, a Unique Strain Capable of Growing in Pesticide-Containing Medium, Isolated from Soil in Bangladesh.	observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA686374	sub10	3			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA686897	train	452	https://pmc.ncbi.nlm.nih.gov/articles/PMC8528401/	Regional Spread of blaNDM-1-Containing Klebsiella pneumoniae ST147 in Post-Acute Care Facilities.	observational	False	mixed	amr	1.0	1.0	0.8827433628318584	0.8827433628318584	0.8827433628318584	0.8827433628318584	1.0	1.0
PRJNA686978	tail100	114	https://pmc.ncbi.nlm.nih.gov/articles/PMC10214462/	Multicentre genetic diversity study of carbapenem-resistant Enterobacterales: predominance of untypeable pUVA-like <i>bla</i><sub>KPC</sub> bearing plasmids.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA687279	sub10	2			observational	False	community	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA687343	sub10	3			observational	False		mixed	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA687411	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC8908617/	A mouse model of occult intestinal colonization demonstrating antibiotic-induced outgrowth of carbapenem-resistant Enterobacteriaceae.	experimental_evolution	True	community	amr	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0
PRJNA687492	sub10	2	https://pmc.ncbi.nlm.nih.gov/articles/PMC8358223/	Genome-Inferred Correspondence between Phylogeny and Metabolic Traits in the Wild Drosophila Gut Microbiome.	observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA687988	sub10	4			observational	False	community		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJNA688543	sub10	1			observational	False	community		1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA689622	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC7872938/	Co-Production of NDM-1, CTX-M-9 Family and mcr-1 in a <i>Klebsiella pneumoniae</i> ST4564 Strain in China.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA689691	sub10	2			observational	False		amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA690196	sub10	6			observational	False		amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA690555	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC8063637/	Draft Genome Sequence of Persistent Klebsiella grimontii AT013-Mero-001, Isolated from Human Feces.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA690982	sub10	1			observational	False			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA691968	sub10	5			observational	False	community		1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA692086	tail10_24	15	https://pmc.ncbi.nlm.nih.gov/articles/PMC9603328/	Emergence of a Novel NDM-5-Producing Sequence Type 4523 Klebsiella pneumoniae Strain Causing Bloodstream Infection in China.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
PRJNA693599	sub10	8			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA695302	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC7996458/	Draft Genome Sequences of the Clinical Isolates Kp 23 and KPM 20.	observational	False	hospital	surveillance	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PRJNA697840	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC8265220/	Draft Genome Sequence of an NDM-1-Producing Sequence Type 101 (ST101) Klebsiella pneumoniae Strain, Marseille-Q1949.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA699239	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC8042378/	Integrated Genomic and Greenhouse Assessment of a Novel Plant Growth-Promoting Rhizobacterium for Tomato Plant.	observational	False	community	surveillance	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
PRJNA701073	tail50_99	50	https://pmc.ncbi.nlm.nih.gov/articles/PMC9047678/	Oral fosfomycin activity against Klebsiella pneumoniae in a dynamic bladder infection in vitro model.	experimental_evolution	True	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA701285	tail10_24	21			observational	False			1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA701733	tail10_24	17			observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.0	0.0	0.23529411764705882	0.23529411764705882
PRJNA704495	tail25_49	46	https://pmc.ncbi.nlm.nih.gov/articles/PMC8284435/	Genomic Characterization of Klebsiella quasipneumoniae from Clinical Specimens in Singapore.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA704902	sub10	1			observational	False			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA705836	sub10	8	https://pmc.ncbi.nlm.nih.gov/articles/PMC9188031/	Multiresistant Enterobacteriaceae in yellow-legged gull chicks in their first weeks of life.	observational	False	community	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA706398	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC8066038/	Clinically Relevant <i>Escherichia</i><i>coli</i> Isolates from Process Waters and Wastewater of Poultry and Pig Slaughterhouses in Germany.	observational	False	community	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA706839	sub10	9	https://pmc.ncbi.nlm.nih.gov/articles/PMC8284424/	Acquisition of Tigecycline Resistance by Carbapenem-Resistant <i>Klebsiella pneumoniae</i> Confers Collateral Hypersensitivity to Aminoglycosides.	experimental_evolution	True	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA706921	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC11434950/	Evidence for Horizontal Transmission and Recirculation of Shiga Toxin-Producing &lt;i&gt;Escherichia coli&lt;/i&gt; in the Beef Production Chain in South Africa Using Whole Genome Sequencing.	observational	False	community		1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA707214	tail25_49	29	https://pmc.ncbi.nlm.nih.gov/articles/PMC7842938/	A One Health approach to assessing occupational exposure to antimicrobial resistance in Thailand: The FarmResist project.	observational	False	community	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA707347	sub10	8	https://pmc.ncbi.nlm.nih.gov/articles/PMC8315949/	Core Antibiotic-Induced Transcriptional Signatures Reflect Susceptibility to All Members of an Antibiotic Class.	observational	False	hospital	mixed	0.5	0.5	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA713498	sub10	2	https://pmc.ncbi.nlm.nih.gov/articles/PMC8692987/	Whole-Genome Sequencing of Gram-Negative Bacteria Isolated From Bovine Mastitis and Raw Milk: The First Emergence of Colistin <i>mcr</i>-<i>10</i> and Fosfomycin <i>fosA5</i> Resistance Genes in <i>Klebsiella pneumoniae</i> in Middle East.	observational	False	community	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA714645	sub10	1			observational	False	community	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA715072	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC8525911/	Aberrant gut-microbiota-immune-brain axis development in premature neonates with brain damage.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
PRJNA715300	sub10	5			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA715323	sub10	1			observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA715470	tail25_49	31	https://pmc.ncbi.nlm.nih.gov/articles/PMC6986821/	New Delhi Metallo-β-Lactamase-5-Producing Escherichia coli in Companion Animals, United States.	observational	False	community	surveillance	0.9032258064516129	0.9032258064516129	0.9032258064516129	0.9032258064516129	0.9032258064516129	0.9032258064516129	0.03225806451612903	1.0
PRJNA715927	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC8421773/	Characterization of Emerging Pathogens Carrying <i>bla</i><sub>KPC-2</sub> Gene in IncP-6 Plasmids Isolated From Urban Sewage in Argentina.	observational	False	mixed	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA716285	sub10	5			observational	False		surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA716436	sub10	6			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA716670	sub10	1			observational	False			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA716986	tail10_24	16	https://pmc.ncbi.nlm.nih.gov/articles/PMC10616195/	Antimicrobial resistance and whole genome sequencing of novel sequence types of Enterococcus faecalis, Enterococcus faecium, and Enterococcus durans isolated from livestock.	observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA717003	sub10	3			observational	False			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA717148	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC10098456/	IncHI1 plasmids mediated the <i>tet</i>(X4) gene spread in <i>Enterobacteriaceae</i> in porcine.	observational	False	community	amr	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
PRJNA717375	sub10	9			observational	False	hospital		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA717739	tail100	100	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272860/	A panel of diverse <i>Klebsiella pneumoniae</i> clinical isolates for research and development.	observational	False	hospital	mixed	1.0	1.0	0.98	0.98	0.9	0.9	1.0	1.0
PRJNA718275	tail25_49	26			experimental_evolution	True			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA719009	sub10	1			observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA719104	tail10_24	10			observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA719112	sub10	2	https://pmc.ncbi.nlm.nih.gov/articles/PMC8283688/	An acquired acyltransferase promotes Klebsiella pneumoniae ST258 respiratory infection.	experimental_evolution	True	hospital		1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0
PRJNA719938	sub10	2	https://pmc.ncbi.nlm.nih.gov/articles/PMC7908357/	Characterization of Extended-Spectrum Beta-Lactamase-Producing <i>Escherichia coli</i> Isolates from Jurong Lake, Singapore with Whole-Genome-Sequencing.	observational	False	community	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA720499	tail10_24	14			observational	False	community	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA721588	sub10	1			other	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA722151	sub10	8	https://pmc.ncbi.nlm.nih.gov/articles/PMC8148119/	Epidemiology of Meropenem/Vaborbactam Resistance in KPC-Producing <i>Klebsiella pneumoniae</i> Causing Bloodstream Infections in Northern Italy, 2018.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA723854	sub10	4			observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA725227	tail10_24	21	https://pmc.ncbi.nlm.nih.gov/articles/PMC8284452/	Genomic Epidemiology of Carbapenemase-Producing <i>Enterobacterales</i> at a Hospital System in Toronto, Ontario, Canada, 2007 to 2018.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA725484	tail100	131	https://pmc.ncbi.nlm.nih.gov/articles/PMC8640832/	Anatomy of an extensively drug-resistant <i>Klebsiella pneumoniae</i> outbreak in Tuscany, Italy.	observational	False	mixed	amr	0.916030534351145	1.0	0.9236641221374046	0.9236641221374046	0.9236641221374046	0.9236641221374046	1.0	1.0
PRJNA726340	sub10	1			observational	False		amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA728250	sub10	1			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA728680	sub10	2	https://pmc.ncbi.nlm.nih.gov/articles/PMC10821315/	Fecal microbiota transplantation promotes reduction of antimicrobial resistance by strain replacement.	observational	False	hospital	amr	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0
PRJNA728968	tail25_49	25	https://doi.org/10.1093/bib/bbac004	Toward accurate diagnosis and surveillance of bacterial infections using enhanced strain-level metagenomic next-generation sequencing of infected body fluids	observational	False	hospital	surveillance	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
PRJNA729628	tail10_24	12	https://pmc.ncbi.nlm.nih.gov/articles/PMC13243436/	Clinical risk factors and genomic characterization of carbapenem-resistant Klebsiella pneumoniae infections in a traditional Chinese medicine hospital	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.4166666666666667	0.4166666666666667	1.0	1.0
PRJNA729785	tail10_24	14	https://pmc.ncbi.nlm.nih.gov/articles/PMC9614223/	Clinical and genomic characterization of hypervirulent <i>Klebsiella pneumoniae</i> (hvKp) infections <i>via</i> passive surveillance in Southern California, 2020-2022.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA730402	sub10	3			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA730821	tail25_49	37	https://pmc.ncbi.nlm.nih.gov/articles/PMC10239441/	Acquisition and carriage of genetically diverse multi-drug resistant gram-negative bacilli in hospitalised newborns in The Gambia.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA731002	sub10	1			observational	False			1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
PRJNA73191	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC3521604/	Tracking a hospital outbreak of carbapenem-resistant Klebsiella pneumoniae with whole-genome sequencing.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA733494	sub10	5	https://pmc.ncbi.nlm.nih.gov/articles/PMC9661483/	Evaluation of canine raw food products for the presence of extended-spectrum beta-lactamase- and carbapenemase-producing bacteria of the order Enterobacterales.	observational	False	community	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA733872	tail10_24	12	https://pubmed.ncbi.nlm.nih.gov/34726753/	In vivo evolution of carbapenem resistance in hypervirulent Klebsiella pneumoniae in a patient undergoing long-term treatment.	observational	False	hospital	mixed	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA735573	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC9354667/	Genetic and Functional Characterization of a Conjugative KpVP-2-Type Virulence Plasmid From a Clinical <i>Klebsiella pneumoniae</i> Strain.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA736690	tail50_99	60	https://pmc.ncbi.nlm.nih.gov/articles/PMC8826793/	Activity of cefepime/taniborbactam and comparators against whole genome sequenced ertapenem-non-susceptible Enterobacterales clinical isolates: CANWARD 2007-19.	observational	False	hospital	mixed	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA736853	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA736994	sub10	4			observational	False			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA73843	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC3521604/	Tracking a hospital outbreak of carbapenem-resistant Klebsiella pneumoniae with whole-genome sequencing.	observational	False	hospital	amr	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0
PRJNA738476	tail50_99	63	https://pmc.ncbi.nlm.nih.gov/articles/PMC9045244/	Simultaneous Hospital Outbreaks of New Delhi Metallo-β-Lactamase-Producing <i>Enterobacterales</i> Unraveled Using Whole-Genome Sequencing.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA738811	sub10	2	https://pmc.ncbi.nlm.nih.gov/articles/PMC8370223/	KPC-Mediated Resistance to Ceftazidime-Avibactam and Collateral Effects in Klebsiella pneumoniae.	experimental_evolution	True		amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA739632	sub10	4			observational	False	community	surveillance	0.25	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA739636	tail25_49	34			observational	False	community	surveillance	0.6764705882352942	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA739637	sub10	8			observational	False	community	surveillance	0.125	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA739639	tail10_24	21			observational	False	community	surveillance	0.14285714285714285	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA739732	sub10	1			other	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA740140	sub10	1			observational	False			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA741123	tail25_49	31	https://pmc.ncbi.nlm.nih.gov/articles/PMC9160058/	Antibiotic-resistant organisms establish reservoirs in new hospital built environments and are related to patient blood infection isolates.	observational	False	hospital	mixed	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA741866	tail10_24	14	https://pmc.ncbi.nlm.nih.gov/articles/PMC8787482/	Interbacterial Transfer of Carbapenem Resistance and Large Antibiotic Resistance Islands by Natural Transformation in Pathogenic Acinetobacter.	experimental_evolution	True			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA744003	tail25_49	48	https://pmc.ncbi.nlm.nih.gov/articles/PMC8462332/	New Delhi Metallo-β-Lactamase-Producing Enterobacterales Bacteria, Switzerland, 2019-2020.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA744405	tail25_49	35	https://pmc.ncbi.nlm.nih.gov/articles/PMC8760991/	The Genomic Characterization of KPC-Producing <i>Klebsiella pneumoniae</i> from the ICU of a Teaching Hospital in Shanghai, China.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA744549	sub10	9	https://pmc.ncbi.nlm.nih.gov/articles/PMC8645865/	Molecular Surveillance of Carbapenem-Resistant Gram-Negative Bacteria in Liver Transplant Candidates.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA744889	tail25_49	25			observational	False	mixed	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.08	0.08
PRJNA744890	tail10_24	13	https://pmc.ncbi.nlm.nih.gov/articles/PMC9120164/	Genome-wide identification of carbapenem-resistant Gram-negative bacterial (CR-GNB) isolates retrieved from hospitalized patients in Bihar, India.	observational	False	hospital	amr	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA745055	sub10	4	https://pmc.ncbi.nlm.nih.gov/articles/PMC8764819/	Distribution, characterization, and antibiotic resistance of hypervirulent Klebsiella pneumoniae isolates in a Chinese population with asymptomatic bacteriuria.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA746265	sub10	4			observational	False		amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA746285	sub10	3	https://pmc.ncbi.nlm.nih.gov/articles/PMC8731190/	Interplay between Klebsiella pneumoniae producing KPC-31 and KPC-3 under treatment with high dosage meropenem: a case report.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA746575	sub10	3	https://pmc.ncbi.nlm.nih.gov/articles/PMC9383231/	Spread of hypervirulent multidrug-resistant ST147 Klebsiella pneumoniae in patients with severe COVID-19: an observational study from Italy, 2020-21.	observational	False	hospital	surveillance	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0
PRJNA746609	sub10	1			observational	False	community	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA748260	sub10	7			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA749142	tail10_24	14	https://pmc.ncbi.nlm.nih.gov/articles/PMC10114455/	Genome profiling of uropathogenic E. coli from strictly defined community-acquired UTI in paediatric patients: a multicentric study.	observational	False	community		1.0	1.0	0.7142857142857143	0.7142857142857143	1.0	1.0	1.0	1.0
PRJNA749581	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC10610597/	Genomic Analysis of Multidrug-Resistant <i>Escherichia coli</i> Strains Isolated in Tamaulipas, Mexico.	observational	False	mixed		1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
PRJNA749600	sub10	2	https://pmc.ncbi.nlm.nih.gov/articles/PMC8800145/	Functional attractors in microbial community assembly.	observational	False	community	surveillance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJNA749815	sub10	2	https://pmc.ncbi.nlm.nih.gov/articles/PMC9241866/	Comparison of Two Distinct Subpopulations of Klebsiella pneumoniae ST16 Co-Occurring in a Single Patient.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA750627	sub10	1			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA751707	tail10_24	17	https://pmc.ncbi.nlm.nih.gov/articles/PMC8907832/	Predictors and Outcomes of Healthcare-Associated Infections Caused by Carbapenem-Nonsusceptible Enterobacterales: A Parallel Matched Case-Control Study.	observational	False	hospital	amr	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJNA751993	tail10_24	12	https://pmc.ncbi.nlm.nih.gov/articles/PMC9241755/	Co-Occurrence of Multidrug Resistant Klebsiella pneumoniae Pathogenic Clones of Human Relevance in an Equine Pneumonia Case.	observational	False	mixed	amr	1.0	1.0	0.8333333333333334	0.8333333333333334	1.0	1.0	1.0	1.0
PRJNA753708	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC8896207/	Emergence of colistin-resistant hypervirulent <i>Klebsiella pneumoniae</i> (CoR-HvKp) in China.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA754800	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA754801	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA754802	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA754804	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA754806	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA754809	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA754810	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA754811	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA754812	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA754813	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA754819	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA754822	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA754824	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA754827	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA754831	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA754832	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA754858	tail25_49	26	https://pmc.ncbi.nlm.nih.gov/articles/PMC9122983/	A prospective matched case-control study on the genomic epidemiology of colistin-resistant Enterobacterales from Dutch patients.	observational	False	mixed	mixed	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA756309	sub10	1			observational	False	community	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA756469	sub10	1			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA757181	sub10	1			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA757198	tail50_99	97	https://pmc.ncbi.nlm.nih.gov/articles/PMC9453077/	Dissemination of a single ST11 clone of OXA-48-producing <i>Klebsiella pneumoniae</i> within a large polyclonal hospital outbreak determined by genomic sequencing.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA757551	test	377	https://pmc.ncbi.nlm.nih.gov/articles/PMC9160272/	Whole genome sequencing reveals hidden transmission of carbapenemase-producing Enterobacterales.	observational	False	hospital	amr	1.0	1.0	0.0	0.0	0.0	0.883289124668435	0.0	1.0
PRJNA757582	tail10_24	21	https://pmc.ncbi.nlm.nih.gov/articles/PMC9120164/	Genome-wide identification of carbapenem-resistant Gram-negative bacterial (CR-GNB) isolates retrieved from hospitalized patients in Bihar, India.	observational	False	hospital	amr	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA758781	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC9387283/	Complete Genome Sequence of Klebsiella sp. CTHL.F3a, a Cellulolytic Strain Isolated from Korean Kimchi.	observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA759343	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC9119098/	Complete Genome Sequence of Klebsiella quasipneumoniae MMCC7, Isolated from an Eclectus Parrot (Eclectus roratus).	observational	False	community	surveillance	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
PRJNA760944	sub10	1			observational	False	community		1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0
PRJNA761099	sub10	1			observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
